Orbit Index	UTC Start Time	UTC Centre Time	UTC End Time	Duration (s)	Start Longitude	Centre Longitude	End Longitude	Start Latitude	Centre Latitude	End Latitude	Centre Incidence Angle	Centre Local Time (hrs)	Orbit Type	IR Observation Name	IR Description	UVIS Description	Orbit Comment	
6	2019 JAN 27 01:37:51	2019 JAN 27 02:07:33	2019 JAN 27 02:37:16	3564.9	-176.2	-37.3	-10.4	52.6	32.8	-53.1	82.1	16.8	17	-		COP row 17: NADIR: Full Frame (47:240;0:1047),Tint = 15000 ms,16 bit,Rhythm = 17070 ms, Binning=0		
7	2019 JAN 27 02:37:16	2019 JAN 27 03:06:41	2019 JAN 27 03:36:06	3530.6	-10.4	128.9	155.6	-53.1	-31.1	53.6	98.1	4.9	7	Nominal Nightside 02	Science: orders #162, #163, with 200000us integration time (2 orders per 15 second(s) for detector lines 80 to 224)	COP row 17: NADIR: Full Frame (47:240;0:1047),Tint = 15000 ms,16 bit,Rhythm = 17070 ms, Binning=0		
7	2019 JAN 27 03:36:06	2019 JAN 27 04:05:50	2019 JAN 27 04:35:33	3566.9	155.6	-65.9	-38.5	53.6	31.7	-54.3	81.8	16.8	7	HDO CO 3SUBD 01	Science: orders #167, #121, #190, with 205000us integration time (3 orders per 15 second(s) for detector lines 80 to 224)	COP row 17: NADIR: Full Frame (47:240;0:1047),Tint = 15000 ms,16 bit,Rhythm = 17070 ms, Binning=0		
8	2019 JAN 27 04:35:33	2019 JAN 27 05:04:58	2019 JAN 27 05:34:22	3528.3	-38.5	100.3	127.5	-54.3	-29.9	54.7	98.3	4.9	4	-	-	-		
8	2019 JAN 27 05:34:22	2019 JAN 27 06:04:03	2019 JAN 27 06:33:45	3563.6	127.5	-94.4	-66.6	54.7	30.6	-55.3	81.6	16.8	4	-		3x COP rows 85: NADIR: Full Frame (57:240;0:1047),Tint = 13000 ms,16 bit,Rhythm = 30222 ms, Binning=0		
9	2019 JAN 27 06:33:45	2019 JAN 27 07:03:08	2019 JAN 27 07:32:32	3526.3	-66.6	71.8	99.4	-55.3	-28.8	55.7	98.5	4.9	3	-	-	-		
9	2019 JAN 27 07:32:32	2019 JAN 27 08:02:09	2019 JAN 27 08:31:47	3555.8	99.4	-123.1	-94.9	55.7	29.7	-55.9	81.4	16.8	3	AER H2Oi 3SUBD 01	Science: orders #169, #131, #127, with 205000us integration time (3 orders per 15 second(s) for detector lines 80 to 224)	COP row 91: NADIR: Full Frame (57:240;0:1047),Tint = 20000 ms,16 bit,Rhythm = 30222 ms, Binning=0		
10	2019 JAN 27 08:31:47	2019 JAN 27 09:01:10	2019 JAN 27 09:30:33	3525.6	-94.9	43.0	71.0	-55.9	-28.1	56.2	98.7	4.9	8	-	-	-		
10	2019 JAN 27 09:30:33	2019 JAN 27 10:00:10	2019 JAN 27 10:29:48	3554.7	71.0	-151.9	-123.3	56.2	29.1	-56.4	81.2	16.8	8	Limb 2SUBD 04	Science: orders #164, #165, with 200000us integration time (2 orders per 15 second(s) for detector lines 80 to 224)	COP row 91: NADIR: Full Frame (57:240;0:1047),Tint = 20000 ms,16 bit,Rhythm = 30222 ms, Binning=0		
11	2019 JAN 27 10:29:48	2019 JAN 27 10:59:11	2019 JAN 27 11:28:34	3526.4	-123.3	14.2	42.5	-56.4	-27.7	56.6	99.0	4.9	3	-	-	-		
11	2019 JAN 27 11:28:34	2019 JAN 27 11:58:14	2019 JAN 27 12:27:54	3559.5	42.5	179.3	-151.7	56.6	28.6	-57.0	80.9	16.8	3	CH4 2SUBD 02	Science: orders #134, #136, with 200000us integration time (2 orders per 15 second(s) for detector lines 80 to 224)	COP row 91: NADIR: Full Frame (57:240;0:1047),Tint = 20000 ms,16 bit,Rhythm = 30222 ms, Binning=0		
12	2019 JAN 27 12:27:54	2019 JAN 27 12:57:18	2019 JAN 27 13:26:42	3528.2	-151.7	-14.6	14.2	-57.0	-27.0	57.2	99.3	4.9	4	-	-	-		
12	2019 JAN 27 13:26:42	2019 JAN 27 13:56:22	2019 JAN 27 14:26:03	3560.8	14.2	150.6	-179.9	57.2	27.8	-57.7	80.6	16.8	4	-		3x COP rows 82: NADIR: Full Frame (57:240;0:1047),Tint = 10000 ms,16 bit,Rhythm = 20148 ms, Binning=0		
13	2019 JAN 27 14:26:03	2019 JAN 27 14:55:28	2019 JAN 27 15:24:54	3531.1	-179.9	-43.3	-14.0	-57.7	-26.1	58.0	99.5	4.9	3	-	-	-		
13	2019 JAN 27 15:24:54	2019 JAN 27 15:54:33	2019 JAN 27 16:24:12	3558.2	-14.0	121.8	151.9	58.0	27.0	-58.5	80.4	16.8	3	CH4 3SUBD 01	Science: orders #168, #134, #136, with 205000us integration time (3 orders per 15 second(s) for detector lines 80 to 224)	COP row 91: NADIR: Full Frame (57:240;0:1047),Tint = 20000 ms,16 bit,Rhythm = 30222 ms, Binning=0		
14	2019 JAN 27 16:24:12	2019 JAN 27 16:53:38	2019 JAN 27 17:23:04	3532.3	151.9	-72.0	-42.0	-58.5	-25.2	58.9	99.8	4.9	4	-	-	-		
14	2019 JAN 27 17:23:04	2019 JAN 27 17:52:42	2019 JAN 27 18:22:19	3554.7	-42.0	93.2	123.8	58.9	26.1	-59.2	80.1	16.8	4	-		3x COP rows 91: NADIR: Full Frame (57:240;0:1047),Tint = 20000 ms,16 bit,Rhythm = 30222 ms, Binning=0		
15	2019 JAN 27 18:22:19	2019 JAN 27 18:51:44	2019 JAN 27 19:21:09	3530.0	123.8	-100.7	-70.2	-59.2	-24.4	59.6	100.0	4.9	3	-	-	-		
15	2019 JAN 27 19:21:09	2019 JAN 27 19:50:45	2019 JAN 27 20:20:21	3551.7	-70.2	64.5	95.6	59.6	25.4	-59.8	79.9	16.8	3	CO 2SUBD 02	Science: orders #167, #189, with 200000us integration time (2 orders per 15 second(s) for detector lines 80 to 224)	COP row 91: NADIR: Full Frame (57:240;0:1047),Tint = 20000 ms,16 bit,Rhythm = 30222 ms, Binning=0		
16	2019 JAN 27 20:20:21	2019 JAN 27 20:49:43	2019 JAN 27 21:19:06	3525.2	95.6	-129.5	-98.6	-59.8	-23.9	59.9	100.2	4.9	7	Nominal Nightside 02	Science: orders #162, #163, with 200000us integration time (2 orders per 15 second(s) for detector lines 80 to 224)	COP row 17: NADIR: Full Frame (47:240;0:1047),Tint = 15000 ms,16 bit,Rhythm = 17070 ms, Binning=0		
16	2019 JAN 27 21:19:06	2019 JAN 27 21:48:41	2019 JAN 27 22:18:17	3550.7	-98.6	35.6	67.1	59.9	25.0	-60.1	79.7	16.8	7	-		COP row 17: NADIR: Full Frame (47:240;0:1047),Tint = 15000 ms,16 bit,Rhythm = 17070 ms, Binning=0		
17	2019 JAN 27 22:18:17	2019 JAN 27 22:47:40	2019 JAN 27 23:17:04	3527.3	67.1	-158.3	-127.1	-60.1	-23.5	60.2	100.5	4.9	3	-	-	-		
17	2019 JAN 27 23:17:04	2019 JAN 27 23:46:40	2019 JAN 28 00:16:16	3552.1	-127.1	6.7	38.6	60.2	24.6	-60.4	79.4	16.8	3	Nominal 6SUBD 01	Science: orders #149, #134, #168, #119, #190, #196, with 220000us integration time (6 orders per 15 second(s) for detector lines 80 to 224)	COP row 91: NADIR: Full Frame (57:240;0:1047),Tint = 20000 ms,16 bit,Rhythm = 30222 ms, Binning=0		
18	2019 JAN 28 00:16:16	2019 JAN 28 00:45:41	2019 JAN 28 01:15:06	3530.4	38.6	172.8	-155.5	-60.4	-23.1	60.6	100.8	4.8	4	-	-	-		
18	2019 JAN 28 01:15:06	2019 JAN 28 01:44:44	2019 JAN 28 02:14:21	3554.6	-155.5	-22.1	10.2	60.6	24.1	-60.8	79.1	16.8	4	-		3x COP rows 91: NADIR: Full Frame (57:240;0:1047),Tint = 20000 ms,16 bit,Rhythm = 30222 ms, Binning=0		
19	2019 JAN 28 02:14:21	2019 JAN 28 02:43:46	2019 JAN 28 03:13:12	3530.7	10.2	143.9	176.2	-60.8	-22.5	61.1	101.0	4.8	8	-	-	-		
19	2019 JAN 28 03:13:12	2019 JAN 28 03:42:50	2019 JAN 28 04:12:29	3557.5	176.2	-50.9	-17.9	61.1	23.5	-61.5	78.9	16.8	8	Limb 2SUBD 02	Science: orders #162, #163, with 200000us integration time (2 orders per 15 second(s) for detector lines 80 to 224)	COP row 91: NADIR: Full Frame (57:240;0:1047),Tint = 20000 ms,16 bit,Rhythm = 30222 ms, Binning=0		
20	2019 JAN 28 04:12:29	2019 JAN 28 04:41:53	2019 JAN 28 05:11:18	3528.7	-17.9	115.2	148.0	-61.5	-21.8	61.8	101.3	4.8	4	-	-	-		
20	2019 JAN 28 05:11:18	2019 JAN 28 05:40:56	2019 JAN 28 06:10:35	3556.8	148.0	-79.6	-46.0	61.8	22.8	-62.1	78.6	16.8	4	-		3x COP rows 85: NADIR: Full Frame (57:240;0:1047),Tint = 13000 ms,16 bit,Rhythm = 30222 ms, Binning=0		
21	2019 JAN 28 06:10:35	2019 JAN 28 06:39:58	2019 JAN 28 07:09:21	3526.8	-46.0	86.4	119.9	-62.1	-21.1	62.3	101.5	4.8	3	-	-	-		
21	2019 JAN 28 07:09:21	2019 JAN 28 07:38:57	2019 JAN 28 08:08:33	3551.3	119.9	-108.4	-74.3	62.3	22.2	-62.6	78.4	16.8	3	CH4 2SUBD 02	Science: orders #134, #136, with 200000us integration time (2 orders per 15 second(s) for detector lines 80 to 224)	COP row 91: NADIR: Full Frame (57:240;0:1047),Tint = 20000 ms,16 bit,Rhythm = 30222 ms, Binning=0		
22	2019 JAN 28 08:08:33	2019 JAN 28 08:37:56	2019 JAN 28 09:07:19	3526.0	-74.3	57.7	91.6	-62.6	-20.6	62.7	101.7	4.8	4	-	-	-		
22	2019 JAN 28 09:07:19	2019 JAN 28 09:36:52	2019 JAN 28 10:06:26	3547.1	91.6	-137.3	-102.9	62.7	21.9	-62.7	78.1	16.8	4	-		3x COP rows 91: NADIR: Full Frame (57:240;0:1047),Tint = 20000 ms,16 bit,Rhythm = 30222 ms, Binning=0		
23	2019 JAN 28 10:06:26	2019 JAN 28 10:35:49	2019 JAN 28 11:05:12	3526.5	-102.9	28.8	62.9	-62.7	-20.4	62.8	102.0	4.8	8	-	-	-		
23	2019 JAN 28 11:05:12	2019 JAN 28 11:34:48	2019 JAN 28 12:04:23	3551.2	62.9	-166.2	-131.4	62.8	21.6	-62.9	77.8	16.8	8	Limb 2SUBD 03	Science: orders #163, #164, with 200000us integration time (2 orders per 15 second(s) for detector lines 80 to 224)	COP row 91: NADIR: Full Frame (57:240;0:1047),Tint = 20000 ms,16 bit,Rhythm = 30222 ms, Binning=0		
24	2019 JAN 28 12:04:23	2019 JAN 28 12:33:47	2019 JAN 28 13:03:11	3527.8	-131.4	-0.2	34.4	-62.9	-20.1	63.0	102.3	4.8	4	-	-	-		
24	2019 JAN 28 13:03:11	2019 JAN 28 13:32:48	2019 JAN 28 14:02:25	3553.7	34.4	164.9	-159.7	63.0	21.2	-63.3	77.6	16.8	4	-		3x COP rows 17: NADIR: Full Frame (47:240;0:1047),Tint = 15000 ms,16 bit,Rhythm = 17070 ms, Binning=0		
25	2019 JAN 28 14:02:25	2019 JAN 28 14:31:50	2019 JAN 28 15:01:15	3530.0	-159.7	-29.0	6.1	-63.3	-19.7	63.4	102.6	4.8	3	-	-	-		
25	2019 JAN 28 15:01:15	2019 JAN 28 15:30:51	2019 JAN 28 16:00:28	3552.6	6.1	136.1	172.0	63.4	20.7	-63.7	77.3	16.8	3	CO 2SUBD 02	Science: orders #167, #189, with 200000us integration time (2 orders per 15 second(s) for detector lines 80 to 224)	COP row 91: NADIR: Full Frame (57:240;0:1047),Tint = 20000 ms,16 bit,Rhythm = 30222 ms, Binning=0		
26	2019 JAN 28 16:00:28	2019 JAN 28 16:29:54	2019 JAN 28 16:59:20	3532.1	172.0	-57.8	-22.1	-63.7	-19.1	64.0	102.8	4.8	8	-	-	-		
26	2019 JAN 28 16:59:20	2019 JAN 28 17:28:55	2019 JAN 28 17:58:29	3549.8	-22.1	107.3	143.8	64.0	20.2	-64.2	77.1	16.8	8	Limb 2SUBD 04	Science: orders #164, #165, with 200000us integration time (2 orders per 15 second(s) for detector lines 80 to 224)	COP row 78: NADIR: Full Frame (57:240;0:1047),Tint = 7000 ms,16 bit,Rhythm = 20148 ms, Binning=0		
27	2019 JAN 28 17:58:29	2019 JAN 28 18:27:55	2019 JAN 28 18:57:21	3531.6	143.8	-86.6	-50.3	-64.2	-18.5	64.5	103.1	4.8	3	-	-	-		
27	2019 JAN 28 18:57:21	2019 JAN 28 19:26:55	2019 JAN 28 19:56:28	3547.2	-50.3	78.5	115.5	64.5	19.7	-64.6	76.8	16.8	3	HDO H2O 2SUBD 01	Science: orders #121, #169, with 200000us integration time (2 orders per 15 second(s) for detector lines 80 to 224)	COP row 91: NADIR: Full Frame (57:240;0:1047),Tint = 20000 ms,16 bit,Rhythm = 30222 ms, Binning=0		
28	2019 JAN 28 19:56:28	2019 JAN 28 20:25:52	2019 JAN 28 20:55:16	3527.7	115.5	-115.5	-78.7	-64.6	-18.1	64.7	103.3	4.8	4	-	-	-		
28	2019 JAN 28 20:55:16	2019 JAN 28 21:24:49	2019 JAN 28 21:54:22	3545.6	-78.7	49.7	87.1	64.7	19.3	-64.8	76.6	16.7	4	-		3x COP rows 82: NADIR: Full Frame (57:240;0:1047),Tint = 10000 ms,16 bit,Rhythm = 20148 ms, Binning=0		
29	2019 JAN 28 21:54:22	2019 JAN 28 22:23:45	2019 JAN 28 22:53:09	3527.1	87.1	-144.3	-107.3	-64.8	-17.9	64.8	103.6	4.8	8	-	-	-		
29	2019 JAN 28 22:53:09	2019 JAN 28 23:22:42	2019 JAN 28 23:52:15	3546.2	-107.3	20.7	58.4	64.8	19.2	-64.9	76.3	16.7	8	Limb 2SUBD 05	Science: orders #165, #166, with 200000us integration time (2 orders per 15 second(s) for detector lines 80 to 224)	COP row 78: NADIR: Full Frame (57:240;0:1047),Tint = 7000 ms,16 bit,Rhythm = 20148 ms, Binning=0		
30	2019 JAN 28 23:52:15	2019 JAN 29 00:21:40	2019 JAN 29 00:51:05	3530.6	58.4	-173.3	-135.8	-64.9	-17.7	65.0	103.9	4.7	4	-	-	-		
30	2019 JAN 29 00:51:05	2019 JAN 29 01:20:40	2019 JAN 29 01:50:14	3548.4	-135.8	-8.2	29.9	65.0	18.9	-65.1	76.0	16.7	4	-		3x COP rows 91: NADIR: Full Frame (57:240;0:1047),Tint = 20000 ms,16 bit,Rhythm = 30222 ms, Binning=0		
31	2019 JAN 29 01:50:14	2019 JAN 29 02:19:40	2019 JAN 29 02:49:06	3531.7	29.9	157.8	-164.2	-65.1	-17.4	65.2	104.1	4.7	3	-	-	-		
31	2019 JAN 29 02:49:06	2019 JAN 29 03:18:41	2019 JAN 29 03:48:17	3551.1	-164.2	-37.1	1.5	65.2	18.6	-65.4	75.7	16.7	3	H2O 2SUBD 01	Science: orders #167, #169, with 200000us integration time (2 orders per 15 second(s) for detector lines 80 to 224)	COP row 91: NADIR: Full Frame (57:240;0:1047),Tint = 20000 ms,16 bit,Rhythm = 30222 ms, Binning=0		
32	2019 JAN 29 03:48:17	2019 JAN 29 04:17:42	2019 JAN 29 04:47:07	3530.2	1.5	128.9	167.5	-65.4	-17.0	65.6	104.4	4.7	4	-	-	-		
32	2019 JAN 29 04:47:07	2019 JAN 29 05:16:43	2019 JAN 29 05:46:19	3552.3	167.5	-65.9	-26.7	65.6	18.1	-65.8	75.5	16.7	4	-		3x COP rows 85: NADIR: Full Frame (57:240;0:1047),Tint = 13000 ms,16 bit,Rhythm = 30222 ms, Binning=0		
33	2019 JAN 29 05:46:19	2019 JAN 29 06:15:43	2019 JAN 29 06:45:07	3528.3	-26.7	100.1	139.2	-65.8	-16.5	66.0	104.7	4.7	3	-	-	-		
33	2019 JAN 29 06:45:07	2019 JAN 29 07:14:42	2019 JAN 29 07:44:17	3549.6	139.2	-94.7	-54.9	66.0	17.6	-66.2	75.2	16.7	3	HDO H2O 2SUBD 01	Science: orders #121, #169, with 200000us integration time (2 orders per 15 second(s) for detector lines 80 to 224)	COP row 91: NADIR: Full Frame (57:240;0:1047),Tint = 20000 ms,16 bit,Rhythm = 30222 ms, Binning=0		
34	2019 JAN 29 07:44:17	2019 JAN 29 08:13:41	2019 JAN 29 08:43:04	3527.2	-54.9	71.3	110.9	-66.2	-16.1	66.3	104.9	4.7	4	-	-	-		
34	2019 JAN 29 08:43:04	2019 JAN 29 09:12:37	2019 JAN 29 09:42:09	3544.9	110.9	-123.6	-83.4	66.3	17.3	-66.3	75.0	16.7	4	-		3x COP rows 78: NADIR: Full Frame (57:240;0:1047),Tint = 7000 ms,16 bit,Rhythm = 20148 ms, Binning=0		
35	2019 JAN 29 09:42:09	2019 JAN 29 10:11:33	2019 JAN 29 10:40:56	3527.1	-83.4	42.4	82.3	-66.3	-15.8	66.4	105.2	4.7	8	-	-	-		
35	2019 JAN 29 10:40:56	2019 JAN 29 11:10:29	2019 JAN 29 11:40:02	3546.0	82.3	-152.5	-112.1	66.4	17.2	-66.4	74.7	16.7	8	Limb 2SUBD 03	Science: orders #163, #164, with 200000us integration time (2 orders per 15 second(s) for detector lines 80 to 224)	COP row 91: NADIR: Full Frame (57:240;0:1047),Tint = 20000 ms,16 bit,Rhythm = 30222 ms, Binning=0		
36	2019 JAN 29 11:40:02	2019 JAN 29 12:09:26	2019 JAN 29 12:38:50	3528.2	-112.1	13.4	53.6	-66.4	-15.8	66.4	105.4	4.7	4	-	-	-		
36	2019 JAN 29 12:38:50	2019 JAN 29 13:08:25	2019 JAN 29 13:38:00	3549.2	53.6	178.5	-140.6	66.4	17.0	-66.5	74.4	16.6	4	-		3x COP rows 82: NADIR: Full Frame (57:240;0:1047),Tint = 10000 ms,16 bit,Rhythm = 20148 ms, Binning=0		
37	2019 JAN 29 13:38:00	2019 JAN 29 14:07:25	2019 JAN 29 14:36:49	3529.9	-140.6	-15.5	25.1	-66.5	-15.5	66.6	105.7	4.7	3	-	-	-		
37	2019 JAN 29 14:36:49	2019 JAN 29 15:06:24	2019 JAN 29 15:35:59	3549.4	25.1	149.6	-169.0	66.6	16.7	-66.8	74.1	16.6	3	HDO CO 3SUBD 01	Science: orders #167, #121, #190, with 205000us integration time (3 orders per 15 second(s) for detector lines 80 to 224)	COP row 91: NADIR: Full Frame (57:240;0:1047),Tint = 20000 ms,16 bit,Rhythm = 30222 ms, Binning=0		
38	2019 JAN 29 15:35:59	2019 JAN 29 16:05:25	2019 JAN 29 16:34:51	3532.0	-169.0	-44.4	-3.1	-66.8	-15.1	66.9	106.0	4.6	7	Nominal Nightside 02	Science: orders #162, #163, with 200000us integration time (2 orders per 15 second(s) for detector lines 80 to 224)	COP row 17: NADIR: Full Frame (47:240;0:1047),Tint = 15000 ms,16 bit,Rhythm = 17070 ms, Binning=0		
38	2019 JAN 29 16:34:51	2019 JAN 29 17:04:24	2019 JAN 29 17:33:58	3547.2	-3.1	120.8	162.7	66.9	16.3	-67.1	73.9	16.6	7	-		COP row 17: NADIR: Full Frame (47:240;0:1047),Tint = 15000 ms,16 bit,Rhythm = 17070 ms, Binning=0		
39	2019 JAN 29 17:33:58	2019 JAN 29 18:03:24	2019 JAN 29 18:32:50	3532.4	162.7	-73.2	-31.4	-67.1	-14.7	67.3	106.2	4.6	3	-	-	-		
39	2019 JAN 29 18:32:50	2019 JAN 29 19:02:23	2019 JAN 29 19:31:55	3545.0	-31.4	91.9	134.4	67.3	16.0	-67.4	73.6	16.6	3	AER H2Oi 3SUBD 01	Science: orders #169, #131, #127, with 205000us integration time (3 orders per 15 second(s) for detector lines 80 to 224)	COP row 91: NADIR: Full Frame (57:240;0:1047),Tint = 20000 ms,16 bit,Rhythm = 30222 ms, Binning=0		
40	2019 JAN 29 19:31:55	2019 JAN 29 20:01:21	2019 JAN 29 20:30:46	3530.1	134.4	-102.1	-59.7	-67.4	-14.4	67.5	106.5	4.6	8	-	-	-		
40	2019 JAN 29 20:30:46	2019 JAN 29 21:00:17	2019 JAN 29 21:29:49	3543.1	-59.7	63.1	106.0	67.5	15.7	-67.6	73.4	16.6	8	Limb 2SUBD 04	Science: orders #164, #165, with 200000us integration time (2 orders per 15 second(s) for detector lines 80 to 224)	COP row 85: NADIR: Full Frame (57:240;0:1047),Tint = 13000 ms,16 bit,Rhythm = 30222 ms, Binning=0		
41	2019 JAN 29 21:29:49	2019 JAN 29 21:59:13	2019 JAN 29 22:28:36	3527.8	106.0	-130.9	-88.4	-67.6	-14.2	67.6	106.7	4.6	3	-	-	-		
41	2019 JAN 29 22:28:36	2019 JAN 29 22:58:08	2019 JAN 29 23:27:40	3543.1	-88.4	34.2	77.3	67.6	15.5	-67.6	73.1	16.6	3	CH4 2SUBD 02	Science: orders #134, #136, with 200000us integration time (2 orders per 15 second(s) for detector lines 80 to 224)	COP row 91: NADIR: Full Frame (57:240;0:1047),Tint = 20000 ms,16 bit,Rhythm = 30222 ms, Binning=0		
42	2019 JAN 29 23:27:40	2019 JAN 29 23:57:05	2019 JAN 30 00:26:30	3530.0	77.3	-159.9	-117.0	-67.6	-14.1	67.6	107.0	4.6	4	-	-	-		
42	2019 JAN 30 00:26:30	2019 JAN 30 00:56:02	2019 JAN 30 01:25:34	3544.9	-117.0	5.2	48.6	67.6	15.4	-67.6	72.8	16.6	4	-		3x COP rows 91: NADIR: Full Frame (57:240;0:1047),Tint = 20000 ms,16 bit,Rhythm = 30222 ms, Binning=0		
43	2019 JAN 30 01:25:34	2019 JAN 30 01:55:00	2019 JAN 30 02:24:26	3531.7	48.6	171.2	-145.6	-67.6	-13.9	67.7	107.3	4.6	3	-	-	-		
43	2019 JAN 30 02:24:26	2019 JAN 30 02:54:00	2019 JAN 30 03:23:33	3547.3	-145.6	-23.7	20.1	67.7	15.2	-67.8	72.6	16.5	3	CH4 3SUBD 01	Science: orders #168, #134, #136, with 205000us integration time (3 orders per 15 second(s) for detector lines 80 to 224)	COP row 91: NADIR: Full Frame (57:240;0:1047),Tint = 20000 ms,16 bit,Rhythm = 30222 ms, Binning=0		
44	2019 JAN 30 03:23:33	2019 JAN 30 03:52:59	2019 JAN 30 04:22:25	3531.2	20.1	142.3	-174.0	-67.8	-13.6	67.9	107.6	4.6	4	-	-	-		
44	2019 JAN 30 04:22:25	2019 JAN 30 04:51:59	2019 JAN 30 05:21:34	3549.3	-174.0	-52.6	-8.2	67.9	14.9	-68.1	72.3	16.5	4	-		3x COP rows 82: NADIR: Full Frame (57:240;0:1047),Tint = 10000 ms,16 bit,Rhythm = 20148 ms, Binning=0		
45	2019 JAN 30 05:21:34	2019 JAN 30 05:50:59	2019 JAN 30 06:20:23	3529.3	-8.2	113.4	157.7	-68.1	-13.3	68.2	107.8	4.6	3	-	-	-		
45	2019 JAN 30 06:20:23	2019 JAN 30 06:49:57	2019 JAN 30 07:19:32	3548.2	157.7	-81.5	-36.4	68.2	14.5	-68.4	72.0	16.5	3	CO 2SUBD 02	Science: orders #167, #189, with 200000us integration time (2 orders per 15 second(s) for detector lines 80 to 224)	COP row 91: NADIR: Full Frame (57:240;0:1047),Tint = 20000 ms,16 bit,Rhythm = 30222 ms, Binning=0		
46	2019 JAN 30 07:19:32	2019 JAN 30 07:48:55	2019 JAN 30 08:18:19	3527.8	-36.4	84.5	129.4	-68.4	-13.0	68.5	108.1	4.5	8	-	-	-		
46	2019 JAN 30 08:18:19	2019 JAN 30 08:47:51	2019 JAN 30 09:17:23	3543.8	129.4	-110.3	-64.9	68.5	14.3	-68.5	71.8	16.5	8	Limb 2SUBD 06	Science: orders #166, #167, with 200000us integration time (2 orders per 15 second(s) for detector lines 80 to 224)	COP row 91: NADIR: Full Frame (57:240;0:1047),Tint = 20000 ms,16 bit,Rhythm = 30222 ms, Binning=0		
47	2019 JAN 30 09:17:23	2019 JAN 30 09:46:47	2019 JAN 30 10:16:11	3527.7	-64.9	55.7	100.8	-68.5	-12.7	68.6	108.3	4.5	3	-	-	-		
