TC20 UVIS_COP_ROW,Dayside nadir observation number,Orbit type,Observation Mode,Comments
72,72,1,Dayside Nadir,# NADIR: Full Frame (57:245;0:1047) - Tint = 10000 ms -16 bit - Rhythm = 12017 ms
-1,73,14,Dayside Nadir,UVIS Switch OFF
72,74,1,Dayside Nadir,# NADIR: Full Frame (57:245;0:1047) - Tint = 10000 ms -16 bit - Rhythm = 12017 ms
-1,75,14,Dayside Nadir,UVIS Switch OFF
79,76,1,Dayside Nadir,# NADIR: Full Frame (57:245;0:1047) - Tint = 20000 ms -16 bit - Rhythm = 22017 ms
-1,77,14,Dayside Nadir,UVIS Switch OFF
-1,78,1,Dayside Nadir,UVIS Switch OFF
-1,79,14,Dayside Nadir,UVIS Switch OFF
68,80,1,Dayside Nadir,# NADIR: Full Frame (57:245;0:1047) - Tint = 7000 ms -16 bit - Rhythm = 9017 ms
72,81,14,Dayside Nadir,# NADIR: Full Frame (57:245;0:1047) - Tint = 10000 ms -16 bit - Rhythm = 12017 ms
-1,82,1,Dayside Nadir,UVIS Switch OFF
-1,83,47,Dayside Nadir,UVIS Switch OFF
-1,84,1,Dayside Nadir,UVIS Switch OFF
-1,85,14,Dayside Nadir,UVIS Switch OFF
-1,86,14,Dayside Nadir,UVIS Switch OFF
-1,87,14,Dayside Nadir,UVIS Switch OFF
-1,88,1,Dayside Nadir,UVIS Switch OFF
-1,89,14,Dayside Nadir,UVIS Switch OFF
-1,90,1,Dayside Nadir,UVIS Switch OFF
-1,91,1,Dayside Nadir,UVIS Switch OFF
64,92,3,Dayside Nadir,# NADIR: Full Frame (57:245;0:1047) - Tint = 5000 ms -16 bit - Rhythm = 8642 ms
-1,93,14,Dayside Nadir,UVIS Switch OFF
-1,94,1,Dayside Nadir,UVIS Switch OFF
-1,95,14,Dayside Nadir,UVIS Switch OFF
-1,96,14,Dayside Nadir,UVIS Switch OFF
-1,97,1,Dayside Nadir,UVIS Switch OFF
-1,98,14,Dayside Nadir,UVIS Switch OFF
-1,99,1,Dayside Nadir,UVIS Switch OFF
-1,100,1,Dayside Nadir,UVIS Switch OFF
64,101,3,Dayside Nadir,# NADIR: Full Frame (57:245;0:1047) - Tint = 5000 ms -16 bit - Rhythm = 8642 ms
-1,102,1,Dayside Nadir,UVIS Switch OFF
-1,103,14,Dayside Nadir,UVIS Switch OFF
145,104,1,Dayside Nadir,# NADIR: Full Frame (57:245;0:1047) - Tint = 15000 ms -16 bit - Rhythm = 31041 ms
-1,105,14,Dayside Nadir,UVIS Switch OFF
-1,106,1,Dayside Nadir,UVIS Switch OFF
72,107,1,Dayside Nadir,# NADIR: Full Frame (57:245;0:1047) - Tint = 10000 ms -16 bit - Rhythm = 12017 ms
-1,108,14,Dayside Nadir,UVIS Switch OFF
-1,109,1,Dayside Nadir,UVIS Switch OFF
72,110,14,Dayside Nadir,# NADIR: Full Frame (57:245;0:1047) - Tint = 10000 ms -16 bit - Rhythm = 12017 ms
-1,111,1,Dayside Nadir,UVIS Switch OFF
64,112,1,Dayside Nadir,# NADIR: Full Frame (57:245;0:1047) - Tint = 5000 ms -16 bit - Rhythm = 8642 ms
-1,113,14,Dayside Nadir,UVIS Switch OFF
-1,114,1,Dayside Nadir,UVIS Switch OFF
-1,115,14,Dayside Nadir,UVIS Switch OFF
-1,116,14,Dayside Nadir,UVIS Switch OFF
72,117,1,Dayside Nadir,# NADIR: Full Frame (57:245;0:1047) - Tint = 10000 ms -16 bit - Rhythm = 12017 ms
-1,118,1,Dayside Nadir,UVIS Switch OFF
64,119,3,Dayside Nadir,# NADIR: Full Frame (57:245;0:1047) - Tint = 5000 ms -16 bit - Rhythm = 8642 ms
-1,120,1,Dayside Nadir,UVIS Switch OFF
79,121,28,Dayside LIMB,# NADIR: Full Frame (57:245;0:1047) - Tint = 20000 ms -16 bit - Rhythm = 22017 ms
68,122,14,Dayside Nadir,# NADIR: Full Frame (57:245;0:1047) - Tint = 7000 ms -16 bit - Rhythm = 9017 ms
-1,123,14,Dayside Nadir,UVIS Switch OFF
79,124,1,Dayside Nadir,# NADIR: Full Frame (57:245;0:1047) - Tint = 20000 ms -16 bit - Rhythm = 22017 ms
-1,125,14,Dayside Nadir,UVIS Switch OFF
-1,126,1,Dayside Nadir,UVIS Switch OFF
-1,127,1,Dayside Nadir,UVIS Switch OFF
-1,128,14,Dayside Nadir,UVIS Switch OFF
-1,129,1,Dayside Nadir,UVIS Switch OFF
-1,130,14,Dayside Nadir,UVIS Switch OFF
68,131,1,Dayside Nadir,# NADIR: Full Frame (57:245;0:1047) - Tint = 7000 ms -16 bit - Rhythm = 9017 ms
-1,132,14,Dayside Nadir,UVIS Switch OFF
-1,133,1,Dayside Nadir,UVIS Switch OFF
-1,134,14,Dayside Nadir,UVIS Switch OFF
-1,135,14,Dayside Nadir,UVIS Switch OFF
-1,136,1,Dayside Nadir,UVIS Switch OFF
-1,137,14,Dayside Nadir,UVIS Switch OFF
72,138,1,Dayside Nadir,# NADIR: Full Frame (57:245;0:1047) - Tint = 10000 ms -16 bit - Rhythm = 12017 ms
64,139,3,Dayside Nadir,# NADIR: Full Frame (57:245;0:1047) - Tint = 5000 ms -16 bit - Rhythm = 8642 ms
-1,140,1,Dayside Nadir,UVIS Switch OFF
-1,141,1,Dayside Nadir,UVIS Switch OFF
-1,142,14,Dayside Nadir,UVIS Switch OFF
-1,143,1,Dayside Nadir,UVIS Switch OFF
-1,144,14,Dayside Nadir,UVIS Switch OFF
-1,145,1,Dayside Nadir,UVIS Switch OFF
72,146,1,Dayside Nadir,# NADIR: Full Frame (57:245;0:1047) - Tint = 10000 ms -16 bit - Rhythm = 12017 ms
68,147,14,Dayside Nadir,# NADIR: Full Frame (57:245;0:1047) - Tint = 7000 ms -16 bit - Rhythm = 9017 ms
-1,148,14,Dayside Nadir,UVIS Switch OFF
-1,149,1,Dayside Nadir,UVIS Switch OFF
-1,150,14,Dayside Nadir,UVIS Switch OFF
-1,151,1,Dayside Nadir,UVIS Switch OFF
-1,152,14,Dayside Nadir,UVIS Switch OFF
-1,153,14,Dayside Nadir,UVIS Switch OFF
-1,154,1,Dayside Nadir,UVIS Switch OFF
72,155,1,Dayside Nadir,# NADIR: Full Frame (57:245;0:1047) - Tint = 10000 ms -16 bit - Rhythm = 12017 ms
-1,156,14,Dayside Nadir,UVIS Switch OFF
-1,157,1,Dayside Nadir,UVIS Switch OFF
-1,158,14,Dayside Nadir,UVIS Switch OFF
72,159,1,Dayside Nadir,# NADIR: Full Frame (57:245;0:1047) - Tint = 10000 ms -16 bit - Rhythm = 12017 ms
68,160,3,Dayside Nadir,# NADIR: Full Frame (57:245;0:1047) - Tint = 7000 ms -16 bit - Rhythm = 9017 ms
-1,161,1,Dayside Nadir,UVIS Switch OFF
-1,162,1,Dayside Nadir,UVIS Switch OFF
68,163,3,Dayside Nadir,# NADIR: Full Frame (57:245;0:1047) - Tint = 7000 ms -16 bit - Rhythm = 9017 ms
68,164,1,Dayside Nadir,# NADIR: Full Frame (57:245;0:1047) - Tint = 7000 ms -16 bit - Rhythm = 9017 ms
-1,165,14,Dayside Nadir,UVIS Switch OFF
79,166,1,Dayside Nadir,# NADIR: Full Frame (57:245;0:1047) - Tint = 20000 ms -16 bit - Rhythm = 22017 ms
-1,167,1,Dayside Nadir,UVIS Switch OFF
-1,168,14,Dayside Nadir,UVIS Switch OFF
-1,169,1,Dayside Nadir,UVIS Switch OFF
-1,170,14,Dayside Nadir,UVIS Switch OFF
-1,171,14,Dayside Nadir,UVIS Switch OFF
-1,172,14,Dayside Nadir,UVIS Switch OFF
72,173,1,Dayside Nadir,# NADIR: Full Frame (57:245;0:1047) - Tint = 10000 ms -16 bit - Rhythm = 12017 ms
-1,174,1,Dayside Nadir,UVIS Switch OFF
79,175,14,Dayside Nadir,# NADIR: Full Frame (57:245;0:1047) - Tint = 20000 ms -16 bit - Rhythm = 22017 ms
-1,176,1,Dayside Nadir,UVIS Switch OFF
72,177,14,Dayside Nadir,# NADIR: Full Frame (57:245;0:1047) - Tint = 10000 ms -16 bit - Rhythm = 12017 ms
-1,178,1,Dayside Nadir,UVIS Switch OFF
68,179,3,Dayside Nadir,# NADIR: Full Frame (57:245;0:1047) - Tint = 7000 ms -16 bit - Rhythm = 9017 ms
-1,180,1,Dayside Nadir,UVIS Switch OFF
-1,181,1,Dayside Nadir,UVIS Switch OFF
72,182,14,Dayside Nadir,# NADIR: Full Frame (57:245;0:1047) - Tint = 10000 ms -16 bit - Rhythm = 12017 ms
68,183,1,Dayside Nadir,# NADIR: Full Frame (57:245;0:1047) - Tint = 7000 ms -16 bit - Rhythm = 9017 ms
79,184,14,Dayside Nadir,# NADIR: Full Frame (57:245;0:1047) - Tint = 20000 ms -16 bit - Rhythm = 22017 ms
-1,185,1,Dayside Nadir,UVIS Switch OFF
-1,186,14,Dayside Nadir,UVIS Switch OFF
64,187,1,Dayside Nadir,# NADIR: Full Frame (57:245;0:1047) - Tint = 5000 ms -16 bit - Rhythm = 8642 ms
-1,188,1,Dayside Nadir,UVIS Switch OFF
-1,189,14,Dayside Nadir,UVIS Switch OFF
-1,190,1,Dayside Nadir,UVIS Switch OFF
145,191,14,Dayside Nadir,# NADIR: Full Frame (57:245;0:1047) - Tint = 15000 ms -16 bit - Rhythm = 31041 ms
-1,192,1,Dayside Nadir,UVIS Switch OFF
-1,193,1,Dayside Nadir,UVIS Switch OFF
-1,194,14,Dayside Nadir,UVIS Switch OFF
-1,195,1,Dayside Nadir,UVIS Switch OFF
68,196,3,Dayside Nadir,# NADIR: Full Frame (57:245;0:1047) - Tint = 7000 ms -16 bit - Rhythm = 9017 ms
-1,197,1,Dayside Nadir,UVIS Switch OFF
-1,198,1,Dayside Nadir,UVIS Switch OFF
-1,199,14,Dayside Nadir,UVIS Switch OFF
-1,200,1,Dayside Nadir,UVIS Switch OFF
72,201,14,Dayside Nadir,# NADIR: Full Frame (57:245;0:1047) - Tint = 10000 ms -16 bit - Rhythm = 12017 ms
-1,202,1,Dayside Nadir,UVIS Switch OFF
-1,203,14,Dayside Nadir,UVIS Switch OFF
72,204,1,Dayside Nadir,# NADIR: Full Frame (57:245;0:1047) - Tint = 10000 ms -16 bit - Rhythm = 12017 ms
-1,205,1,Dayside Nadir,UVIS Switch OFF
-1,206,14,Dayside Nadir,UVIS Switch OFF
-1,207,1,Dayside Nadir,UVIS Switch OFF
-1,208,7,Dayside Nadir,UVIS Switch OFF
72,209,1,Dayside Nadir,# NADIR: Full Frame (57:245;0:1047) - Tint = 10000 ms -16 bit - Rhythm = 12017 ms
-1,210,14,Dayside Nadir,UVIS Switch OFF
-1,211,1,Dayside Nadir,UVIS Switch OFF
-1,212,1,Dayside Nadir,UVIS Switch OFF
64,213,3,Dayside Nadir,# NADIR: Full Frame (57:245;0:1047) - Tint = 5000 ms -16 bit - Rhythm = 8642 ms
-1,214,1,Dayside Nadir,UVIS Switch OFF
72,215,14,Dayside Nadir,# NADIR: Full Frame (57:245;0:1047) - Tint = 10000 ms -16 bit - Rhythm = 12017 ms
64,216,1,Dayside Nadir,# NADIR: Full Frame (57:245;0:1047) - Tint = 5000 ms -16 bit - Rhythm = 8642 ms
-1,217,1,Dayside Nadir,UVIS Switch OFF
-1,218,14,Dayside Nadir,UVIS Switch OFF
-1,219,1,Dayside Nadir,UVIS Switch OFF
79,220,14,Dayside Nadir,# NADIR: Full Frame (57:245;0:1047) - Tint = 20000 ms -16 bit - Rhythm = 22017 ms
-1,221,1,Dayside Nadir,UVIS Switch OFF
-1,222,14,Dayside Nadir,UVIS Switch OFF
79,223,14,Dayside Nadir,# NADIR: Full Frame (57:245;0:1047) - Tint = 20000 ms -16 bit - Rhythm = 22017 ms
-1,224,1,Dayside Nadir,UVIS Switch OFF
64,225,3,Dayside Nadir,# NADIR: Full Frame (57:245;0:1047) - Tint = 5000 ms -16 bit - Rhythm = 8642 ms
-1,226,1,Dayside Nadir,UVIS Switch OFF
-1,227,14,Dayside Nadir,UVIS Switch OFF
68,228,1,Dayside Nadir,# NADIR: Full Frame (57:245;0:1047) - Tint = 7000 ms -16 bit - Rhythm = 9017 ms
-1,229,1,Dayside Nadir,UVIS Switch OFF
-1,230,14,Dayside Nadir,UVIS Switch OFF
72,231,1,Dayside Nadir,# NADIR: Full Frame (57:245;0:1047) - Tint = 10000 ms -16 bit - Rhythm = 12017 ms
68,232,3,Dayside Nadir,# NADIR: Full Frame (57:245;0:1047) - Tint = 7000 ms -16 bit - Rhythm = 9017 ms
-1,233,1,Dayside Nadir,UVIS Switch OFF
-1,234,14,Dayside Nadir,UVIS Switch OFF
-1,235,14,Dayside Nadir,UVIS Switch OFF
-1,236,1,Dayside Nadir,UVIS Switch OFF
72,237,14,Dayside Nadir,# NADIR: Full Frame (57:245;0:1047) - Tint = 10000 ms -16 bit - Rhythm = 12017 ms
-1,238,1,Dayside Nadir,UVIS Switch OFF
72,239,14,Dayside Nadir,# NADIR: Full Frame (57:245;0:1047) - Tint = 10000 ms -16 bit - Rhythm = 12017 ms
-1,240,1,Dayside Nadir,UVIS Switch OFF
64,241,1,Dayside Nadir,# NADIR: Full Frame (57:245;0:1047) - Tint = 5000 ms -16 bit - Rhythm = 8642 ms
-1,242,14,Dayside Nadir,UVIS Switch OFF
-1,243,1,Dayside Nadir,UVIS Switch OFF
-1,244,14,Dayside Nadir,UVIS Switch OFF
-1,245,1,Dayside Nadir,UVIS Switch OFF
72,246,1,Dayside Nadir,# NADIR: Full Frame (57:245;0:1047) - Tint = 10000 ms -16 bit - Rhythm = 12017 ms
-1,247,14,Dayside Nadir,UVIS Switch OFF
-1,248,1,Dayside Nadir,UVIS Switch OFF
72,249,47,Dayside Nadir,# NADIR: Full Frame (57:245;0:1047) - Tint = 10000 ms -16 bit - Rhythm = 12017 ms
-1,250,14,Dayside Nadir,UVIS Switch OFF
68,251,1,Dayside Nadir,# NADIR: Full Frame (57:245;0:1047) - Tint = 7000 ms -16 bit - Rhythm = 9017 ms
-1,252,14,Dayside Nadir,UVIS Switch OFF
-1,253,47,Dayside Nadir,UVIS Switch OFF
-1,254,1,Dayside Nadir,UVIS Switch OFF
-1,255,1,Dayside Nadir,UVIS Switch OFF
-1,256,14,Dayside Nadir,UVIS Switch OFF
-1,257,14,Dayside Nadir,UVIS Switch OFF
-1,258,1,Dayside Nadir,UVIS Switch OFF
79,259,14,Dayside Nadir,# NADIR: Full Frame (57:245;0:1047) - Tint = 20000 ms -16 bit - Rhythm = 22017 ms
-1,260,1,Dayside Nadir,UVIS Switch OFF
-1,261,14,Dayside Nadir,UVIS Switch OFF
64,262,1,Dayside Nadir,# NADIR: Full Frame (57:245;0:1047) - Tint = 5000 ms -16 bit - Rhythm = 8642 ms
-1,263,1,Dayside Nadir,UVIS Switch OFF
-1,264,14,Dayside Nadir,UVIS Switch OFF
-1,265,1,Dayside Nadir,UVIS Switch OFF
-1,266,14,Dayside Nadir,UVIS Switch OFF
-1,267,1,Dayside Nadir,UVIS Switch OFF
145,268,14,Dayside Nadir,# NADIR: Full Frame (57:245;0:1047) - Tint = 15000 ms -16 bit - Rhythm = 31041 ms
-1,269,1,Dayside Nadir,UVIS Switch OFF
-1,270,14,Dayside Nadir,UVIS Switch OFF
-1,271,1,Dayside Nadir,UVIS Switch OFF
-1,272,14,Dayside Nadir,UVIS Switch OFF
-1,273,1,Dayside Nadir,UVIS Switch OFF
-1,274,14,Dayside Nadir,UVIS Switch OFF
64,275,1,Dayside Nadir,# NADIR: Full Frame (57:245;0:1047) - Tint = 5000 ms -16 bit - Rhythm = 8642 ms
-1,276,14,Dayside Nadir,UVIS Switch OFF
-1,277,1,Dayside Nadir,UVIS Switch OFF
-1,278,14,Dayside Nadir,UVIS Switch OFF
-1,279,1,Dayside Nadir,UVIS Switch OFF
-1,280,14,Dayside Nadir,UVIS Switch OFF
72,281,14,Dayside Nadir,# NADIR: Full Frame (57:245;0:1047) - Tint = 10000 ms -16 bit - Rhythm = 12017 ms
72,282,1,Dayside Nadir,# NADIR: Full Frame (57:245;0:1047) - Tint = 10000 ms -16 bit - Rhythm = 12017 ms
-1,283,1,Dayside Nadir,UVIS Switch OFF
-1,284,1,Dayside Nadir,UVIS Switch OFF
-1,285,1,Dayside Nadir,UVIS Switch OFF
-1,286,1,Dayside Nadir,UVIS Switch OFF
64,287,3,Dayside Nadir,# NADIR: Full Frame (57:245;0:1047) - Tint = 5000 ms -16 bit - Rhythm = 8642 ms
64,288,1,Dayside Nadir,# NADIR: Full Frame (57:245;0:1047) - Tint = 5000 ms -16 bit - Rhythm = 8642 ms
-1,289,1,Dayside Nadir,UVIS Switch OFF
72,290,1,Dayside Nadir,# NADIR: Full Frame (57:245;0:1047) - Tint = 10000 ms -16 bit - Rhythm = 12017 ms
72,291,1,Dayside Nadir,# NADIR: Full Frame (57:245;0:1047) - Tint = 10000 ms -16 bit - Rhythm = 12017 ms
-1,292,1,Dayside Nadir,UVIS Switch OFF
-1,293,14,Dayside Nadir,UVIS Switch OFF
-1,294,1,Dayside Nadir,UVIS Switch OFF
-1,295,1,Dayside Nadir,UVIS Switch OFF
-1,296,1,Dayside Nadir,UVIS Switch OFF
-1,297,1,Dayside Nadir,UVIS Switch OFF
-1,298,1,Dayside Nadir,UVIS Switch OFF
64,299,3,Dayside Nadir,# NADIR: Full Frame (57:245;0:1047) - Tint = 5000 ms -16 bit - Rhythm = 8642 ms
-1,300,1,Dayside Nadir,UVIS Switch OFF
-1,301,1,Dayside Nadir,UVIS Switch OFF
68,302,1,Dayside Nadir,# NADIR: Full Frame (57:245;0:1047) - Tint = 7000 ms -16 bit - Rhythm = 9017 ms
-1,303,1,Dayside Nadir,UVIS Switch OFF
-1,304,1,Dayside Nadir,UVIS Switch OFF
-1,305,14,Dayside Nadir,UVIS Switch OFF
-1,306,14,Dayside Nadir,UVIS Switch OFF
-1,307,1,Dayside Nadir,UVIS Switch OFF
72,308,1,Dayside Nadir,# NADIR: Full Frame (57:245;0:1047) - Tint = 10000 ms -16 bit - Rhythm = 12017 ms
-1,309,1,Dayside Nadir,UVIS Switch OFF
-1,310,1,Dayside Nadir,UVIS Switch OFF
-1,311,1,Dayside Nadir,UVIS Switch OFF
-1,312,14,Dayside Nadir,UVIS Switch OFF
-1,313,1,Dayside Nadir,UVIS Switch OFF
72,314,1,Dayside Nadir,# NADIR: Full Frame (57:245;0:1047) - Tint = 10000 ms -16 bit - Rhythm = 12017 ms
-1,315,1,Dayside Nadir,UVIS Switch OFF
68,316,1,Dayside Nadir,# NADIR: Full Frame (57:245;0:1047) - Tint = 7000 ms -16 bit - Rhythm = 9017 ms
72,317,1,Dayside Nadir,# NADIR: Full Frame (57:245;0:1047) - Tint = 10000 ms -16 bit - Rhythm = 12017 ms
72,318,3,Dayside Nadir,# NADIR: Full Frame (57:245;0:1047) - Tint = 10000 ms -16 bit - Rhythm = 12017 ms
-1,319,1,Dayside Nadir,UVIS Switch OFF
-1,320,1,Dayside Nadir,UVIS Switch OFF
-1,321,1,Dayside Nadir,UVIS Switch OFF
79,322,1,Dayside Nadir,# NADIR: Full Frame (57:245;0:1047) - Tint = 20000 ms -16 bit - Rhythm = 22017 ms
72,323,1,Dayside Nadir,# NADIR: Full Frame (57:245;0:1047) - Tint = 10000 ms -16 bit - Rhythm = 12017 ms
-1,324,14,Dayside Nadir,UVIS Switch OFF
79,325,1,Dayside Nadir,# NADIR: Full Frame (57:245;0:1047) - Tint = 20000 ms -16 bit - Rhythm = 22017 ms
72,326,1,Dayside Nadir,# NADIR: Full Frame (57:245;0:1047) - Tint = 10000 ms -16 bit - Rhythm = 12017 ms
-1,327,1,Dayside Nadir,UVIS Switch OFF
64,328,3,Dayside Nadir,# NADIR: Full Frame (57:245;0:1047) - Tint = 5000 ms -16 bit - Rhythm = 8642 ms
-1,329,1,Dayside Nadir,UVIS Switch OFF
72,330,1,Dayside Nadir,# NADIR: Full Frame (57:245;0:1047) - Tint = 10000 ms -16 bit - Rhythm = 12017 ms
-1,331,1,Dayside Nadir,UVIS Switch OFF
-1,332,1,Dayside Nadir,UVIS Switch OFF
-1,333,1,Dayside Nadir,UVIS Switch OFF
79,334,14,Dayside Nadir,# NADIR: Full Frame (57:245;0:1047) - Tint = 20000 ms -16 bit - Rhythm = 22017 ms
-1,335,1,Dayside Nadir,UVIS Switch OFF
72,336,1,Dayside Nadir,# NADIR: Full Frame (57:245;0:1047) - Tint = 10000 ms -16 bit - Rhythm = 12017 ms
79,337,1,Dayside Nadir,# NADIR: Full Frame (57:245;0:1047) - Tint = 20000 ms -16 bit - Rhythm = 22017 ms
-1,338,1,Dayside Nadir,UVIS Switch OFF
-1,339,1,Dayside Nadir,UVIS Switch OFF
-1,340,1,Dayside Nadir,UVIS Switch OFF
