TC20 UVIS_COP_ROW,Dayside nadir observation number,Orbit type,Observation Mode,Comments
-1,144,14,Dayside Nadir,UVIS Switch OFF
-1,145,14,Dayside Nadir,UVIS Switch OFF
-1,146,14,Dayside Nadir,UVIS Switch OFF
-1,147,14,Dayside Nadir,UVIS Switch OFF
-1,148,14,Dayside Nadir,UVIS Switch OFF
-1,149,47,Dayside Nadir,UVIS Switch OFF
64,150,3,Dayside Nadir,# NADIR: Full Frame (57:245;0:1047) - Tint = 5000 ms -16 bit - Rhythm = 8642 ms
-1,151,14,Dayside Nadir,UVIS Switch OFF
-1,152,14,Dayside Nadir,UVIS Switch OFF
-1,153,14,Dayside Nadir,UVIS Switch OFF
79,154,14,Dayside Nadir,# NADIR: Full Frame (57:245;0:1047) - Tint = 20000 ms -16 bit - Rhythm = 22017 ms
-1,155,14,Dayside Nadir,UVIS Switch OFF
72,156,14,Dayside Nadir,# NADIR: Full Frame (57:245;0:1047) - Tint = 10000 ms -16 bit - Rhythm = 12017 ms
-1,157,14,Dayside Nadir,UVIS Switch OFF
-1,158,14,Dayside Nadir,UVIS Switch OFF
-1,159,14,Dayside Nadir,UVIS Switch OFF
-1,160,14,Dayside Nadir,UVIS Switch OFF
-1,161,47,Dayside Nadir,UVIS Switch OFF
64,162,3,Dayside Nadir,# NADIR: Full Frame (57:245;0:1047) - Tint = 5000 ms -16 bit - Rhythm = 8642 ms
64,163,3,Dayside Nadir,# NADIR: Full Frame (57:245;0:1047) - Tint = 5000 ms -16 bit - Rhythm = 8642 ms
-1,164,14,Dayside Nadir,UVIS Switch OFF
-1,165,14,Dayside Nadir,UVIS Switch OFF
79,166,14,Dayside Nadir,# NADIR: Full Frame (57:245;0:1047) - Tint = 20000 ms -16 bit - Rhythm = 22017 ms
72,167,14,Dayside Nadir,# NADIR: Full Frame (57:245;0:1047) - Tint = 10000 ms -16 bit - Rhythm = 12017 ms
-1,168,14,Dayside Nadir,UVIS Switch OFF
-1,169,14,Dayside Nadir,UVIS Switch OFF
-1,170,14,Dayside Nadir,UVIS Switch OFF
-1,171,14,Dayside Nadir,UVIS Switch OFF
-1,172,14,Dayside Nadir,UVIS Switch OFF
-1,173,14,Dayside Nadir,UVIS Switch OFF
-1,174,14,Dayside Nadir,UVIS Switch OFF
79,175,14,Dayside Nadir,# NADIR: Full Frame (57:245;0:1047) - Tint = 20000 ms -16 bit - Rhythm = 22017 ms
-1,176,14,Dayside Nadir,UVIS Switch OFF
-1,177,14,Dayside Nadir,UVIS Switch OFF
79,178,14,Dayside Nadir,# NADIR: Full Frame (57:245;0:1047) - Tint = 20000 ms -16 bit - Rhythm = 22017 ms
-1,179,14,Dayside Nadir,UVIS Switch OFF
-1,180,14,Dayside Nadir,UVIS Switch OFF
-1,181,14,Dayside Nadir,UVIS Switch OFF
-1,182,14,Dayside Nadir,UVIS Switch OFF
-1,183,14,Dayside Nadir,UVIS Switch OFF
-1,184,14,Dayside Nadir,UVIS Switch OFF
72,185,3,Dayside Nadir,# NADIR: Full Frame (57:245;0:1047) - Tint = 10000 ms -16 bit - Rhythm = 12017 ms
-1,186,14,Dayside Nadir,UVIS Switch OFF
68,187,14,Dayside Nadir,# NADIR: Full Frame (57:245;0:1047) - Tint = 7000 ms -16 bit - Rhythm = 9017 ms
-1,188,14,Dayside Nadir,UVIS Switch OFF
-1,189,14,Dayside Nadir,UVIS Switch OFF
-1,190,14,Dayside Nadir,UVIS Switch OFF
-1,191,14,Dayside Nadir,UVIS Switch OFF
-1,192,14,Dayside Nadir,UVIS Switch OFF
72,193,3,Dayside Nadir,# NADIR: Full Frame (57:245;0:1047) - Tint = 10000 ms -16 bit - Rhythm = 12017 ms
72,194,14,Dayside Nadir,# NADIR: Full Frame (57:245;0:1047) - Tint = 10000 ms -16 bit - Rhythm = 12017 ms
-1,195,14,Dayside Nadir,UVIS Switch OFF
-1,196,14,Dayside Nadir,UVIS Switch OFF
-1,197,14,Dayside Nadir,UVIS Switch OFF
72,198,14,Dayside Nadir,# NADIR: Full Frame (57:245;0:1047) - Tint = 10000 ms -16 bit - Rhythm = 12017 ms
68,199,14,Dayside Nadir,# NADIR: Full Frame (57:245;0:1047) - Tint = 7000 ms -16 bit - Rhythm = 9017 ms
72,200,14,Dayside Nadir,# NADIR: Full Frame (57:245;0:1047) - Tint = 10000 ms -16 bit - Rhythm = 12017 ms
-1,201,14,Dayside Nadir,UVIS Switch OFF
-1,202,14,Dayside Nadir,UVIS Switch OFF
-1,203,14,Dayside Nadir,UVIS Switch OFF
-1,204,14,Dayside Nadir,UVIS Switch OFF
-1,205,14,Dayside Nadir,UVIS Switch OFF
-1,206,14,Dayside Nadir,UVIS Switch OFF
-1,207,14,Dayside Nadir,UVIS Switch OFF
-1,208,14,Dayside Nadir,UVIS Switch OFF
-1,209,14,Dayside Nadir,UVIS Switch OFF
-1,210,14,Dayside Nadir,UVIS Switch OFF
79,211,14,Dayside Nadir,# NADIR: Full Frame (57:245;0:1047) - Tint = 20000 ms -16 bit - Rhythm = 22017 ms
72,212,3,Dayside Nadir,# NADIR: Full Frame (57:245;0:1047) - Tint = 10000 ms -16 bit - Rhythm = 12017 ms
-1,213,14,Dayside Nadir,UVIS Switch OFF
-1,214,14,Dayside Nadir,UVIS Switch OFF
-1,215,14,Dayside Nadir,UVIS Switch OFF
-1,216,14,Dayside Nadir,UVIS Switch OFF
-1,217,14,Dayside Nadir,UVIS Switch OFF
-1,218,14,Dayside Nadir,UVIS Switch OFF
-1,219,14,Dayside Nadir,UVIS Switch OFF
-1,220,14,Dayside Nadir,UVIS Switch OFF
-1,221,14,Dayside Nadir,UVIS Switch OFF
72,222,14,Dayside Nadir,# NADIR: Full Frame (57:245;0:1047) - Tint = 10000 ms -16 bit - Rhythm = 12017 ms
-1,223,14,Dayside Nadir,UVIS Switch OFF
-1,224,14,Dayside Nadir,UVIS Switch OFF
-1,225,14,Dayside Nadir,UVIS Switch OFF
-1,226,14,Dayside Nadir,UVIS Switch OFF
-1,227,14,Dayside Nadir,UVIS Switch OFF
-1,228,14,Dayside Nadir,UVIS Switch OFF
68,229,3,Dayside Nadir,# NADIR: Full Frame (57:245;0:1047) - Tint = 7000 ms -16 bit - Rhythm = 9017 ms
-1,230,14,Dayside Nadir,UVIS Switch OFF
-1,231,14,Dayside Nadir,UVIS Switch OFF
68,232,14,Dayside Nadir,# NADIR: Full Frame (57:245;0:1047) - Tint = 7000 ms -16 bit - Rhythm = 9017 ms
-1,233,14,Dayside Nadir,UVIS Switch OFF
72,234,14,Dayside Nadir,# NADIR: Full Frame (57:245;0:1047) - Tint = 10000 ms -16 bit - Rhythm = 12017 ms
-1,235,14,Dayside Nadir,UVIS Switch OFF
-1,236,14,Dayside Nadir,UVIS Switch OFF
-1,237,14,Dayside Nadir,UVIS Switch OFF
-1,238,14,Dayside Nadir,UVIS Switch OFF
72,239,14,Dayside Nadir,# NADIR: Full Frame (57:245;0:1047) - Tint = 10000 ms -16 bit - Rhythm = 12017 ms
-1,240,14,Dayside Nadir,UVIS Switch OFF
-1,241,14,Dayside Nadir,UVIS Switch OFF
-1,242,14,Dayside Nadir,UVIS Switch OFF
72,243,14,Dayside Nadir,# NADIR: Full Frame (57:245;0:1047) - Tint = 10000 ms -16 bit - Rhythm = 12017 ms
-1,244,14,Dayside Nadir,UVIS Switch OFF
-1,245,14,Dayside Nadir,UVIS Switch OFF
-1,246,14,Dayside Nadir,UVIS Switch OFF
-1,247,14,Dayside Nadir,UVIS Switch OFF
68,248,14,Dayside Nadir,# NADIR: Full Frame (57:245;0:1047) - Tint = 7000 ms -16 bit - Rhythm = 9017 ms
-1,249,14,Dayside Nadir,UVIS Switch OFF
-1,250,14,Dayside Nadir,UVIS Switch OFF
68,251,3,Dayside Nadir,# NADIR: Full Frame (57:245;0:1047) - Tint = 7000 ms -16 bit - Rhythm = 9017 ms
-1,252,14,Dayside Nadir,UVIS Switch OFF
-1,253,14,Dayside Nadir,UVIS Switch OFF
72,254,14,Dayside Nadir,# NADIR: Full Frame (57:245;0:1047) - Tint = 10000 ms -16 bit - Rhythm = 12017 ms
-1,255,14,Dayside Nadir,UVIS Switch OFF
-1,256,14,Dayside Nadir,UVIS Switch OFF
-1,257,14,Dayside Nadir,UVIS Switch OFF
-1,258,14,Dayside Nadir,UVIS Switch OFF
-1,259,14,Dayside Nadir,UVIS Switch OFF
-1,260,14,Dayside Nadir,UVIS Switch OFF
-1,261,14,Dayside Nadir,UVIS Switch OFF
-1,262,14,Dayside Nadir,UVIS Switch OFF
72,263,14,Dayside Nadir,# NADIR: Full Frame (57:245;0:1047) - Tint = 10000 ms -16 bit - Rhythm = 12017 ms
-1,264,14,Dayside Nadir,UVIS Switch OFF
-1,265,14,Dayside Nadir,UVIS Switch OFF
-1,266,14,Dayside Nadir,UVIS Switch OFF
68,267,3,Dayside Nadir,# NADIR: Full Frame (57:245;0:1047) - Tint = 7000 ms -16 bit - Rhythm = 9017 ms
79,268,14,Dayside Nadir,# NADIR: Full Frame (57:245;0:1047) - Tint = 20000 ms -16 bit - Rhythm = 22017 ms
-1,269,14,Dayside Nadir,UVIS Switch OFF
72,270,14,Dayside Nadir,# NADIR: Full Frame (57:245;0:1047) - Tint = 10000 ms -16 bit - Rhythm = 12017 ms
-1,271,14,Dayside Nadir,UVIS Switch OFF
-1,272,14,Dayside Nadir,UVIS Switch OFF
-1,273,14,Dayside Nadir,UVIS Switch OFF
-1,274,14,Dayside Nadir,UVIS Switch OFF
68,275,14,Dayside Nadir,# NADIR: Full Frame (57:245;0:1047) - Tint = 7000 ms -16 bit - Rhythm = 9017 ms
-1,276,14,Dayside Nadir,UVIS Switch OFF
-1,277,14,Dayside Nadir,UVIS Switch OFF
-1,278,14,Dayside Nadir,UVIS Switch OFF
72,279,14,Dayside Nadir,# NADIR: Full Frame (57:245;0:1047) - Tint = 10000 ms -16 bit - Rhythm = 12017 ms
-1,280,14,Dayside Nadir,UVIS Switch OFF
-1,281,14,Dayside Nadir,UVIS Switch OFF
-1,282,14,Dayside Nadir,UVIS Switch OFF
-1,283,47,Dayside Nadir,UVIS Switch OFF
-1,284,14,Dayside Nadir,UVIS Switch OFF
72,285,3,Dayside Nadir,# NADIR: Full Frame (57:245;0:1047) - Tint = 10000 ms -16 bit - Rhythm = 12017 ms
-1,286,14,Dayside Nadir,UVIS Switch OFF
-1,287,14,Dayside Nadir,UVIS Switch OFF
-1,288,14,Dayside Nadir,UVIS Switch OFF
-1,289,47,Dayside Nadir,UVIS Switch OFF
-1,290,14,Dayside Nadir,UVIS Switch OFF
-1,291,14,Dayside Nadir,UVIS Switch OFF
-1,292,14,Dayside Nadir,UVIS Switch OFF
72,293,14,Dayside Nadir,# NADIR: Full Frame (57:245;0:1047) - Tint = 10000 ms -16 bit - Rhythm = 12017 ms
68,294,14,Dayside Nadir,# NADIR: Full Frame (57:245;0:1047) - Tint = 7000 ms -16 bit - Rhythm = 9017 ms
-1,295,14,Dayside Nadir,UVIS Switch OFF
-1,296,14,Dayside Nadir,UVIS Switch OFF
72,297,14,Dayside Nadir,# NADIR: Full Frame (57:245;0:1047) - Tint = 10000 ms -16 bit - Rhythm = 12017 ms
-1,298,14,Dayside Nadir,UVIS Switch OFF
72,299,14,Dayside Nadir,# NADIR: Full Frame (57:245;0:1047) - Tint = 10000 ms -16 bit - Rhythm = 12017 ms
72,300,3,Dayside Nadir,# NADIR: Full Frame (57:245;0:1047) - Tint = 10000 ms -16 bit - Rhythm = 12017 ms
-1,301,14,Dayside Nadir,UVIS Switch OFF
-1,302,14,Dayside Nadir,UVIS Switch OFF
-1,303,14,Dayside Nadir,UVIS Switch OFF
79,304,5,Dayside Nadir,# NADIR: Full Frame (57:245;0:1047) - Tint = 20000 ms -16 bit - Rhythm = 22017 ms
-1,305,14,Dayside Nadir,UVIS Switch OFF
72,306,14,Dayside Nadir,# NADIR: Full Frame (57:245;0:1047) - Tint = 10000 ms -16 bit - Rhythm = 12017 ms
-1,307,5,Dayside Nadir,UVIS Switch OFF
68,308,14,Dayside Nadir,# NADIR: Full Frame (57:245;0:1047) - Tint = 7000 ms -16 bit - Rhythm = 9017 ms
-1,309,5,Dayside Nadir,UVIS Switch OFF
72,310,3,Dayside Nadir,# NADIR: Full Frame (57:245;0:1047) - Tint = 10000 ms -16 bit - Rhythm = 12017 ms
68,311,5,Dayside Nadir,# NADIR: Full Frame (57:245;0:1047) - Tint = 7000 ms -16 bit - Rhythm = 9017 ms
72,312,14,Dayside Nadir,# NADIR: Full Frame (57:245;0:1047) - Tint = 10000 ms -16 bit - Rhythm = 12017 ms
-1,313,5,Dayside Nadir,UVIS Switch OFF
68,314,5,Dayside Nadir,# NADIR: Full Frame (57:245;0:1047) - Tint = 7000 ms -16 bit - Rhythm = 9017 ms
72,315,14,Dayside Nadir,# NADIR: Full Frame (57:245;0:1047) - Tint = 10000 ms -16 bit - Rhythm = 12017 ms
-1,316,5,Dayside Nadir,UVIS Switch OFF
68,317,1,Dayside Nadir,# NADIR: Full Frame (57:245;0:1047) - Tint = 7000 ms -16 bit - Rhythm = 9017 ms
72,318,14,Dayside Nadir,# NADIR: Full Frame (57:245;0:1047) - Tint = 10000 ms -16 bit - Rhythm = 12017 ms
-1,319,1,Dayside Nadir,UVIS Switch OFF
-1,320,1,Dayside Nadir,UVIS Switch OFF
-1,321,1,Dayside Nadir,UVIS Switch OFF
79,322,1,Dayside Nadir,# NADIR: Full Frame (57:245;0:1047) - Tint = 20000 ms -16 bit - Rhythm = 22017 ms
72,323,1,Dayside Nadir,# NADIR: Full Frame (57:245;0:1047) - Tint = 10000 ms -16 bit - Rhythm = 12017 ms
-1,324,14,Dayside Nadir,UVIS Switch OFF
-1,325,1,Dayside Nadir,UVIS Switch OFF
72,326,14,Dayside Nadir,# NADIR: Full Frame (57:245;0:1047) - Tint = 10000 ms -16 bit - Rhythm = 12017 ms
68,327,1,Dayside Nadir,# NADIR: Full Frame (57:245;0:1047) - Tint = 7000 ms -16 bit - Rhythm = 9017 ms
72,328,3,Dayside Nadir,# NADIR: Full Frame (57:245;0:1047) - Tint = 10000 ms -16 bit - Rhythm = 12017 ms
-1,329,1,Dayside Nadir,UVIS Switch OFF
-1,330,14,Dayside Nadir,UVIS Switch OFF
-1,331,14,Dayside Nadir,UVIS Switch OFF
68,332,14,Dayside Nadir,# NADIR: Full Frame (57:245;0:1047) - Tint = 7000 ms -16 bit - Rhythm = 9017 ms
-1,333,14,Dayside Nadir,UVIS Switch OFF
-1,334,1,Dayside Nadir,UVIS Switch OFF
-1,335,14,Dayside Nadir,UVIS Switch OFF
-1,336,1,Dayside Nadir,UVIS Switch OFF
-1,337,1,Dayside Nadir,UVIS Switch OFF
-1,338,14,Dayside Nadir,UVIS Switch OFF
-1,339,1,Dayside Nadir,UVIS Switch OFF
-1,340,14,Dayside Nadir,UVIS Switch OFF
