Orbit 80/40 or 60/60 or OFF (1-11 = 80/40; 101-111 = 60/60; 12 = switch off),Orbit type,Dayside nadir observation number,Thermal orbit/dayside number,ESA orbit number,LNO+UVIS operating (YES = 1; NO = 0),UVIS alone operating (YES = 1; NO = 0),LNO alone operating (YES = 1; NO = 0),SO+UVIS operating (YES = 1; NO = 0),SO alone operating (YES = 1; NO = 0),TC20 execution start time (UTC),TC20 execution end time (UTC),LNO start time (UTC),LNO end time (UTC),UVIS start time (UTC),UVIS end time (UTC),SubSC latitude (deg) @ TC20 execution start time (UTC),SubSC longitude (deg) @ TC20 execution start time (UTC),SubSC LST @ TC20 execution start time (h),SubSC phase angle (deg) @ TC20 execution start time (UTC),SubSC solar incidence angle (deg) @ TC20 execution start time (UTC),SubSC emission angle (deg) @ TC20 execution start time (UTC),SubSC latitude (deg) @ TC20 execution end time (UTC),SubSC longitude (deg) @ TC20 execution end time (UTC),SubSC LST @ TC20 execution end time (h),SubSC phase angle (deg) @ TC20 execution end time (UTC),SubSC solar incidence angle (deg) @ TC20 execution end time (UTC),SubSC emission angle (deg) @ TC20 execution end time (UTC),Beta angle (deg),Solar longitude Ls (deg),LNO+SINBAD data volume (Mbit),UVIS+SINBAD data volume (Mbit),LNO+UVIS+SINBAD data volume (Mbit),TC20 SO_START_TIME,TC20 SO_START_SCIENCE_1,TC20 SO_START_SCIENCE_2,TC20 SO_DURATION_REFERENCE_1,TC20 SO_DURATION_REFERENCE_2,TC20 SO_DURATION_TIME,TC20 SO_COP_GENERAL,TC20 SO_COP_PRECOOLING,TC20 SO_COP_SCIENCE_1,TC20 SO_COP_SCIENCE_2,TC20 LNO_START_TIME,TC20 LNO_START_SCIENCE_1,TC20 LNO_START_SCIENCE_2,TC20 LNO_DURATION_REFERENCE_1,TC20 LNO_DURATION_REFERENCE_2,TC20 LNO_DURATION_TIME,TC20 LNO_COP_GENERAL,TC20 LNO_COP_PRECOOLING,TC20 LNO_COP_SCIENCE_1,TC20 LNO_COP_SCIENCE_2,TC20 UVIS_START_TIME,TC20 UVIS_DURATION_TIME,TC20 UVIS_COP_ROW,TC20 CHECKSUM,TC20 (HEX)
4,4,11,7,3544,0,1,0,0,0,2018 SEP 09 03:56:18,2018 SEP 09 04:29:14,N/A,N/A,2018 SEP 09 03:56:28,2018 SEP 09 04:29:13,-44.1253,175.9517,3.7414,95.3314,95.3314,3.7093e-14,-30.2498,-38.7579,13.9614,27.2446,27.2446,3.5984e-14,26.777,246.488,N/A,197.8547,197.8547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1965,104,358,1400002C0000000000000000000000000000000000000000000000000000000000000000000A07AD00680166
4,4,12,7,3544,0,1,0,0,0,2018 SEP 09 04:29:19,2018 SEP 09 04:49:50,N/A,N/A,2018 SEP 09 04:29:29,2018 SEP 09 04:49:49,-30.0078,-38.6812,13.9678,27.2904,27.2904,3.5984e-14,29.766,-24.1365,15.27,70.932,70.932,7.1119e-15,26.6954,246.5026,N/A,122.8431,122.8431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1220,104,378,1400002C0000000000000000000000000000000000000000000000000000000000000000000A04C40068017A
4,4,13,7,3545,0,1,0,0,0,2018 SEP 09 04:49:55,2018 SEP 09 04:58:55,N/A,N/A,2018 SEP 09 04:50:05,2018 SEP 09 04:58:55,30.0048,-24.0616,15.2764,71.1552,71.1552,2.0116e-14,54.9896,-11.1191,16.2853,95.3698,95.3698,2.299e-14,26.6812,246.5117,N/A,53.3694,53.3694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,530,104,198,1400002C0000000000000000000000000000000000000000000000000000000000000000000A0212006800C6
1,1,14,8,3545,1,0,0,0,0,2018 SEP 09 05:54:14,2018 SEP 09 06:56:50,2018 SEP 09 05:54:24,2018 SEP 09 06:56:39,2018 SEP 09 05:54:24,2018 SEP 09 06:56:49,-44.3021,147.0481,3.7267,95.3313,95.3313,2.1097e-14,55.1754,-40.0007,16.2717,95.3843,95.3843,1.3114e-14,26.5542,246.54,21.7833,377.0714,396.8204,0,0,0,0,0,0,0,0,0,0,10,640,2185,30,30,3735,1,1,1844,1844,10,3745,104,983,1400002C00000000000000000000000000000000000A028008891E1E0E97010107340734000A0EA1006803D7
4,4,15,9,3546,0,1,0,0,0,2018 SEP 09 07:52:08,2018 SEP 09 08:24:55,N/A,N/A,2018 SEP 09 07:52:18,2018 SEP 09 08:24:54,-44.4669,118.143,3.7111,95.343,95.343,1.4224e-14,-30.2466,-96.6254,13.9247,26.7706,26.7706,7.9514e-16,26.3518,246.5919,N/A,196.9485,196.9485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1956,104,349,1400002C0000000000000000000000000000000000000000000000000000000000000000000A07A40068015D
4,4,16,9,3546,0,1,0,0,0,2018 SEP 09 08:25:00,2018 SEP 09 08:45:30,N/A,N/A,2018 SEP 09 08:25:10,2018 SEP 09 08:45:29,-30.0043,-96.549,13.9314,26.8145,26.8145,3.8897e-14,29.7699,-82.0948,15.2272,70.5406,70.5406,1.0183e-14,26.2706,246.6064,N/A,122.7425,122.7425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1219,104,377,1400002C0000000000000000000000000000000000000000000000000000000000000000000A04C300680179
4,4,17,9,3547,0,1,0,0,0,2018 SEP 09 08:45:35,2018 SEP 09 08:54:42,N/A,N/A,2018 SEP 09 08:45:45,2018 SEP 09 08:54:42,30.0088,-82.0203,15.2336,70.7646,70.7646,7.1119e-15,55.3224,-68.8748,16.2578,95.3761,95.3761,7.9514e-15,26.2708,246.6155,N/A,54.0742,54.0742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,537,104,205,1400002C0000000000000000000000000000000000000000000000000000000000000000000A0219006800CD
1,1,18,10,3547,1,0,0,0,0,2018 SEP 09 09:49:59,2018 SEP 09 10:52:33,2018 SEP 09 09:50:09,2018 SEP 09 10:52:24,2018 SEP 09 09:50:09,2018 SEP 09 10:52:32,-44.6107,89.2555,3.6961,95.3642,95.3642,8.558e-14,55.4436,-97.6577,16.2497,95.3949,95.3949,1.4246e-14,26.1522,246.6439,21.7833,376.87,396.619,0,0,0,0,0,0,0,0,0,0,10,640,2185,30,30,3735,1,1,1844,1844,10,3743,104,981,1400002C00000000000000000000000000000000000A028008891E1E0E97010107340734000A0E9F006803D5
4,4,19,11,3548,0,1,0,0,0,2018 SEP 09 11:47:50,2018 SEP 09 12:20:32,N/A,N/A,2018 SEP 09 11:48:00,2018 SEP 09 12:20:31,-44.7643,60.4431,3.6861,95.3378,95.3378,1.4224e-14,-30.2563,-154.4999,13.8867,26.2795,26.2795,3.1806e-14,25.9098,246.6958,N/A,196.4451,196.4451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1951,104,344,1400002C0000000000000000000000000000000000000000000000000000000000000000000A079F00680158
4,4,20,11,3548,0,1,0,0,0,2018 SEP 09 12:20:37,2018 SEP 09 12:41:08,N/A,N/A,2018 SEP 09 12:20:47,2018 SEP 09 12:41:07,-30.0143,-154.4235,13.8931,26.3215,26.3215,7.1119e-15,29.7604,-139.9311,15.1919,70.2145,70.2145,2.6228e-14,25.8224,246.7102,N/A,122.8431,122.8431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1220,104,378,1400002C0000000000000000000000000000000000000000000000000000000000000000000A04C40068017A
4,4,21,11,3549,0,1,0,0,0,2018 SEP 09 12:41:13,2018 SEP 09 12:50:26,N/A,N/A,2018 SEP 09 12:41:23,2018 SEP 09 12:50:26,29.9991,-139.8563,15.1983,70.4394,70.4394,6.0011e-14,55.5525,-126.4156,16.2439,95.4228,95.4228,1.9083e-14,25.7867,246.7193,N/A,54.6783,54.6783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,543,104,211,1400002C0000000000000000000000000000000000000000000000000000000000000000000A021F006800D3
1,1,22,12,3549,1,0,0,0,0,2018 SEP 09 13:45:44,2018 SEP 09 14:48:21,2018 SEP 09 13:45:54,2018 SEP 09 14:48:09,2018 SEP 09 13:45:54,2018 SEP 09 14:48:20,-44.8589,31.5961,3.6744,95.3612,95.3612,7.4251e-14,55.669,-155.2258,16.235,95.4347,95.4347,1.3114e-14,25.6337,246.7477,21.7833,377.1721,396.9211,0,0,0,0,0,0,0,0,0,0,10,640,2185,30,30,3735,1,1,1844,1844,10,3746,104,984,1400002C00000000000000000000000000000000000A028008891E1E0E97010107340734000A0EA2006803D8
4,4,23,13,3550,0,1,0,0,0,2018 SEP 09 15:43:41,2018 SEP 09 16:16:17,N/A,N/A,2018 SEP 09 15:43:51,2018 SEP 09 16:16:16,-44.9862,2.7077,3.6611,95.3783,95.3783,3.1828e-14,-30.2604,147.4961,13.8422,25.7059,25.7059,2.0365e-14,25.3815,246.7997,N/A,195.841,195.841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1945,104,338,1400002C0000000000000000000000000000000000000000000000000000000000000000000A079900680152
4,4,24,13,3550,0,1,0,0,0,2018 SEP 09 16:16:22,2018 SEP 09 16:36:53,N/A,N/A,2018 SEP 09 16:16:32,2018 SEP 09 16:36:52,-30.0184,147.573,13.8486,25.7461,25.7461,2.3801e-14,29.7599,162.1436,15.1525,69.859,69.859,2.3801e-14,25.2895,246.8141,N/A,122.8431,122.8431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1220,104,378,1400002C0000000000000000000000000000000000000000000000000000000000000000000A04C40068017A
4,4,25,13,3551,0,1,0,0,0,2018 SEP 09 16:36:58,2018 SEP 09 16:46:17,N/A,N/A,2018 SEP 09 16:37:08,2018 SEP 09 16:46:16,29.9986,162.2186,15.1589,70.0849,70.0849,5.4442e-14,55.8035,175.9235,16.2236,95.4401,95.4401,2.8517e-14,25.283,246.8232,N/A,55.1817,55.1817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,548,104,216,1400002C0000000000000000000000000000000000000000000000000000000000000000000A0224006800D8
4,4,26,14,3551,0,1,0,0,0,2018 SEP 09 17:41:38,2018 SEP 09 18:14:11,N/A,N/A,2018 SEP 09 17:41:48,2018 SEP 09 18:14:10,-45.1483,-26.2169,3.645,95.3908,95.3908,2.7175e-14,-30.2558,118.5467,13.8239,25.468,25.468,2.2935e-14,25.1611,246.8516,N/A,195.5389,195.5389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1942,104,335,1400002C0000000000000000000000000000000000000000000000000000000000000000000A07960068014F
4,4,27,14,3551,0,1,0,0,0,2018 SEP 09 18:14:16,2018 SEP 09 18:34:46,N/A,N/A,2018 SEP 09 18:14:26,2018 SEP 09 18:34:45,-30.0136,118.6235,13.8303,25.5071,25.5071,3.1964e-14,29.7703,133.1609,15.1317,69.6786,69.6786,2.6228e-14,25.0724,246.866,N/A,122.7425,122.7425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1219,104,377,1400002C0000000000000000000000000000000000000000000000000000000000000000000A04C300680179
4,4,28,14,3552,0,1,0,0,0,2018 SEP 09 18:34:51,2018 SEP 09 18:37:54,N/A,N/A,2018 SEP 09 18:35:01,2018 SEP 09 18:37:53,30.0093,133.2358,15.1381,69.905,69.905,1.4224e-14,38.6914,136.3509,15.3953,78.2221,78.2221,4.1225e-14,25.065,246.8751,N/A,17.3236,17.3236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,172,104,350,1400002C0000000000000000000000000000000000000000000000000000000000000000000A00AC0068015E
1,1,29,15,3552,1,0,0,0,0,2018 SEP 09 19:39:33,2018 SEP 09 20:42:06,2018 SEP 09 19:39:43,2018 SEP 09 20:41:58,2018 SEP 09 19:39:43,2018 SEP 09 20:42:05,-45.3394,-55.1319,3.6292,95.3824,95.3824,4.3725e-14,56.1137,118.1732,16.1972,95.4486,95.4486,1.9606e-14,24.9604,246.9036,21.7833,376.7694,396.5183,0,0,0,0,0,0,0,0,0,0,10,640,2185,30,30,3735,1,1,1844,1844,10,3742,104,980,1400002C00000000000000000000000000000000000A028008891E1E0E97010107340734000A0E9E006803D4
1,1,30,16,3553,1,0,0,0,0,2018 SEP 09 21:37:24,2018 SEP 09 22:39:57,2018 SEP 09 21:37:34,2018 SEP 09 22:39:49,2018 SEP 09 21:37:34,2018 SEP 09 22:39:56,-45.4682,-84.0304,3.6136,95.4137,95.4137,1.3587e-14,56.2628,89.3484,16.1861,95.4671,95.4671,2.0117e-14,24.7521,246.9555,21.7833,376.7694,396.5183,0,0,0,0,0,0,0,0,0,0,10,640,2185,30,30,3735,1,1,1844,1844,10,3742,104,980,1400002C00000000000000000000000000000000000A028008891E1E0E97010107340734000A0E9E006803D4
4,4,31,17,3554,0,1,0,0,0,2018 SEP 09 23:35:15,2018 SEP 10 00:07:38,N/A,N/A,2018 SEP 09 23:35:25,2018 SEP 10 00:07:37,-45.5892,-112.8562,3.6025,95.4113,95.4113,1.2722e-14,-30.235,31.7685,13.7692,24.7611,24.7611,2.6988e-14,24.502,247.0074,N/A,194.532,194.532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1932,104,325,1400002C0000000000000000000000000000000000000000000000000000000000000000000A078C00680145
4,4,32,17,3554,0,1,0,0,0,2018 SEP 10 00:07:43,2018 SEP 10 00:28:12,N/A,N/A,2018 SEP 10 00:07:53,2018 SEP 10 00:28:11,-29.9926,31.845,13.7758,24.7975,24.7975,1.3114e-14,29.7456,46.3277,15.0733,69.1406,69.1406,3.4256e-14,24.4182,247.0217,N/A,122.6418,122.6418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1218,104,376,1400002C0000000000000000000000000000000000000000000000000000000000000000000A04C200680178
4,4,33,17,3555,0,1,0,0,0,2018 SEP 10 00:28:17,2018 SEP 10 00:37:48,N/A,N/A,2018 SEP 10 00:28:27,2018 SEP 10 00:37:48,29.9845,46.4024,15.0797,69.3683,69.3683,2.6228e-14,56.3315,60.5661,16.1783,95.4597,95.4597,1.1901e-14,24.3993,247.0308,N/A,56.4907,56.4907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,561,104,229,1400002C0000000000000000000000000000000000000000000000000000000000000000000A0231006800E5
1,1,34,18,3555,1,0,0,0,0,2018 SEP 10 01:33:08,2018 SEP 10 02:35:44,2018 SEP 10 01:33:18,2018 SEP 10 02:35:33,2018 SEP 10 01:33:18,2018 SEP 10 02:35:43,-45.6856,-141.7085,3.5903,95.4344,95.4344,2.5642e-14,56.4459,31.8053,16.1731,95.4973,95.4973,1.9083e-14,24.2439,247.0594,21.7833,377.0714,396.8204,0,0,0,0,0,0,0,0,0,0,10,640,2185,30,30,3735,1,1,1844,1844,10,3745,104,983,1400002C00000000000000000000000000000000000A028008891E1E0E97010107340734000A0EA1006803D7
4,4,35,19,3556,0,1,0,0,0,2018 SEP 10 03:31:04,2018 SEP 10 04:03:23,N/A,N/A,2018 SEP 10 03:31:14,2018 SEP 10 04:03:22,-45.8527,-170.5756,3.5781,95.411,95.411,1.4769e-14,-30.2557,-26.2099,13.7264,24.2148,24.2148,2.7909e-14,23.9914,247.1113,N/A,194.1293,194.1293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1928,104,321,1400002C0000000000000000000000000000000000000000000000000000000000000000000A078800680141
4,4,36,19,3556,0,1,0,0,0,2018 SEP 10 04:03:28,2018 SEP 10 04:23:59,N/A,N/A,2018 SEP 10 04:03:38,2018 SEP 10 04:23:58,-30.0138,-26.1332,13.7328,24.2489,24.2489,3.3206e-14,29.7646,-11.5763,15.0358,68.8252,68.8252,2.4275e-14,23.9084,247.1256,N/A,122.8431,122.8431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1220,104,378,1400002C0000000000000000000000000000000000000000000000000000000000000000000A04C40068017A
4,4,37,19,3557,0,1,0,0,0,2018 SEP 10 04:24:04,2018 SEP 10 04:33:40,N/A,N/A,2018 SEP 10 04:24:14,2018 SEP 10 04:33:39,30.0033,-11.5013,15.0422,69.0538,69.0538,3.7397e-14,56.5514,2.9331,16.1603,95.4803,95.4803,6.5569e-15,23.89,247.1347,N/A,56.8934,56.8934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,565,104,233,1400002C0000000000000000000000000000000000000000000000000000000000000000000A0235006800E9
4,4,38,20,3557,0,1,0,0,0,2018 SEP 10 05:28:59,2018 SEP 10 06:01:15,N/A,N/A,2018 SEP 10 05:29:09,2018 SEP 10 06:01:14,-45.9683,160.5005,3.5617,95.4524,95.4524,4.326e-14,-30.254,-55.1722,13.7067,23.9606,23.9606,3.6542e-14,23.7536,247.1633,N/A,193.8272,193.8272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1925,104,318,1400002C0000000000000000000000000000000000000000000000000000000000000000000A07850068013E
4,4,39,20,3557,0,1,0,0,0,2018 SEP 10 06:01:20,2018 SEP 10 06:21:51,N/A,N/A,2018 SEP 10 06:01:30,2018 SEP 10 06:21:50,-30.012,-55.0955,13.7131,23.9936,23.9936,4.2672e-14,29.7718,-40.5744,15.0139,68.6352,68.6352,3.4841e-14,23.672,247.1775,N/A,122.8431,122.8431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1220,104,378,1400002C0000000000000000000000000000000000000000000000000000000000000000000A04C40068017A
4,4,40,20,3558,0,1,0,0,0,2018 SEP 10 06:21:56,2018 SEP 10 06:25:15,N/A,N/A,2018 SEP 10 06:22:06,2018 SEP 10 06:25:14,30.0105,-40.4997,15.02,68.864,68.864,1.9083e-14,39.4368,-37.0768,15.3022,78.003,78.003,2.0365e-14,23.6651,247.1866,N/A,18.9345,18.9345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,188,104,366,1400002C0000000000000000000000000000000000000000000000000000000000000000000A00BC0068016E
1,1,41,21,3558,1,0,0,0,0,2018 SEP 10 07:26:54,2018 SEP 10 08:29:29,2018 SEP 10 07:27:04,2018 SEP 10 08:29:19,2018 SEP 10 07:27:04,2018 SEP 10 08:29:28,-46.1438,131.5979,3.5467,95.4418,95.4418,1.8271e-14,56.892,-54.8174,16.1336,95.5143,95.5143,2.6988e-14,23.5375,247.2152,21.7833,376.9707,396.7197,0,0,0,0,0,0,0,0,0,0,10,640,2185,30,30,3735,1,1,1844,1844,10,3744,104,982,1400002C00000000000000000000000000000000000A028008891E1E0E97010107340734000A0EA0006803D6
1,1,42,22,3559,1,0,0,0,0,2018 SEP 10 09:24:46,2018 SEP 10 10:27:20,2018 SEP 10 09:24:56,2018 SEP 10 10:27:11,2018 SEP 10 09:24:56,2018 SEP 10 10:27:19,-46.2814,102.6921,3.5306,95.4633,95.4633,4.9784e-14,57.028,-83.6293,16.1236,95.5346,95.5346,1.4274e-14,23.334,247.2672,21.7833,376.87,396.619,0,0,0,0,0,0,0,0,0,0,10,640,2185,30,30,3735,1,1,1844,1844,10,3743,104,981,1400002C00000000000000000000000000000000000A028008891E1E0E97010107340734000A0E9F006803D5
4,4,43,23,3560,0,1,0,0,0,2018 SEP 10 11:22:36,2018 SEP 10 11:54:42,N/A,N/A,2018 SEP 10 11:22:46,2018 SEP 10 11:54:41,-46.4237,73.85,3.5183,95.4525,95.4525,3.6019e-14,-30.2562,-141.944,13.6525,23.2668,23.2668,4.0731e-14,23.1105,247.3191,N/A,192.8204,192.8204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1915,104,308,1400002C0000000000000000000000000000000000000000000000000000000000000000000A077B00680134
