TC20 UVIS_COP_ROW,Dayside nadir observation number,Orbit type,Observation Mode,Comments
-1,30,1,Dayside Nadir,UVIS Switch OFF
-1,31,47,Dayside Nadir,UVIS Switch OFF
-1,32,14,Dayside Nadir,UVIS Switch OFF
64,33,1,Dayside Nadir,# NADIR: Full Frame (57:245;0:1047) - Tint = 5000 ms -16 bit - Rhythm = 8642 ms
-1,34,14,Dayside Nadir,UVIS Switch OFF
-1,35,14,Dayside Nadir,UVIS Switch OFF
72,36,1,Dayside Nadir,# NADIR: Full Frame (57:245;0:1047) - Tint = 10000 ms -16 bit - Rhythm = 12017 ms
-1,37,14,Dayside Nadir,UVIS Switch OFF
-1,38,1,Dayside Nadir,UVIS Switch OFF
64,39,1,Dayside Nadir,# NADIR: Full Frame (57:245;0:1047) - Tint = 5000 ms -16 bit - Rhythm = 8642 ms
-1,40,14,Dayside Nadir,UVIS Switch OFF
-1,41,1,Dayside Nadir,UVIS Switch OFF
-1,42,14,Dayside Nadir,UVIS Switch OFF
-1,43,1,Dayside Nadir,UVIS Switch OFF
-1,44,3,Dayside Nadir,UVIS Switch OFF
-1,45,1,Dayside Nadir,UVIS Switch OFF
-1,46,1,Dayside Nadir,UVIS Switch OFF
72,47,14,Dayside Nadir,# NADIR: Full Frame (57:245;0:1047) - Tint = 10000 ms -16 bit - Rhythm = 12017 ms
-1,48,1,Dayside Nadir,UVIS Switch OFF
-1,49,14,Dayside Nadir,UVIS Switch OFF
-1,50,14,Dayside Nadir,UVIS Switch OFF
-1,51,1,Dayside Nadir,UVIS Switch OFF
79,52,14,Dayside Nadir,# NADIR: Full Frame (57:245;0:1047) - Tint = 20000 ms -16 bit - Rhythm = 22017 ms
-1,53,1,Dayside Nadir,UVIS Switch OFF
-1,54,1,Dayside Nadir,UVIS Switch OFF
64,55,3,Dayside Nadir,# NADIR: Full Frame (57:245;0:1047) - Tint = 5000 ms -16 bit - Rhythm = 8642 ms
-1,56,14,Dayside Nadir,UVIS Switch OFF
-1,57,1,Dayside Nadir,UVIS Switch OFF
-1,58,14,Dayside Nadir,UVIS Switch OFF
72,59,1,Dayside Nadir,# NADIR: Full Frame (57:245;0:1047) - Tint = 10000 ms -16 bit - Rhythm = 12017 ms
-1,60,1,Dayside Nadir,UVIS Switch OFF
79,61,28,Dayside LIMB,# NADIR: Full Frame (57:245;0:1047) - Tint = 20000 ms -16 bit - Rhythm = 22017 ms
-1,62,14,Dayside Nadir,UVIS Switch OFF
72,63,14,Dayside Nadir,# NADIR: Full Frame (57:245;0:1047) - Tint = 10000 ms -16 bit - Rhythm = 12017 ms
-1,64,1,Dayside Nadir,UVIS Switch OFF
72,65,14,Dayside Nadir,# NADIR: Full Frame (57:245;0:1047) - Tint = 10000 ms -16 bit - Rhythm = 12017 ms
-1,66,1,Dayside Nadir,UVIS Switch OFF
-1,67,1,Dayside Nadir,UVIS Switch OFF
-1,68,14,Dayside Nadir,UVIS Switch OFF
-1,69,14,Dayside Nadir,UVIS Switch OFF
-1,70,1,Dayside Nadir,UVIS Switch OFF
-1,71,14,Dayside Nadir,UVIS Switch OFF
145,72,1,Dayside Nadir,# NADIR: Full Frame (57:245;0:1047) - Tint = 15000 ms -16 bit - Rhythm = 31041 ms
-1,73,14,Dayside Nadir,UVIS Switch OFF
-1,74,14,Dayside Nadir,UVIS Switch OFF
-1,75,1,Dayside Nadir,UVIS Switch OFF
-1,76,1,Dayside Nadir,UVIS Switch OFF
-1,77,14,Dayside Nadir,UVIS Switch OFF
-1,78,14,Dayside Nadir,UVIS Switch OFF
-1,79,47,Dayside Nadir,UVIS Switch OFF
-1,80,1,Dayside Nadir,UVIS Switch OFF
-1,81,14,Dayside Nadir,UVIS Switch OFF
-1,82,1,Dayside Nadir,UVIS Switch OFF
72,83,14,Dayside Nadir,# NADIR: Full Frame (57:245;0:1047) - Tint = 10000 ms -16 bit - Rhythm = 12017 ms
-1,84,1,Dayside Nadir,UVIS Switch OFF
-1,85,14,Dayside Nadir,UVIS Switch OFF
-1,86,14,Dayside Nadir,UVIS Switch OFF
64,87,1,Dayside Nadir,# NADIR: Full Frame (57:245;0:1047) - Tint = 5000 ms -16 bit - Rhythm = 8642 ms
-1,88,14,Dayside Nadir,UVIS Switch OFF
72,89,1,Dayside Nadir,# NADIR: Full Frame (57:245;0:1047) - Tint = 10000 ms -16 bit - Rhythm = 12017 ms
-1,90,14,Dayside Nadir,UVIS Switch OFF
-1,91,1,Dayside Nadir,UVIS Switch OFF
-1,92,1,Dayside Nadir,UVIS Switch OFF
-1,93,14,Dayside Nadir,UVIS Switch OFF
79,94,14,Dayside Nadir,# NADIR: Full Frame (57:245;0:1047) - Tint = 20000 ms -16 bit - Rhythm = 22017 ms
72,95,1,Dayside Nadir,# NADIR: Full Frame (57:245;0:1047) - Tint = 10000 ms -16 bit - Rhythm = 12017 ms
-1,96,14,Dayside Nadir,UVIS Switch OFF
-1,97,14,Dayside Nadir,UVIS Switch OFF
-1,98,1,Dayside Nadir,UVIS Switch OFF
-1,99,1,Dayside Nadir,UVIS Switch OFF
-1,100,14,Dayside Nadir,UVIS Switch OFF
72,101,1,Dayside Nadir,# NADIR: Full Frame (57:245;0:1047) - Tint = 10000 ms -16 bit - Rhythm = 12017 ms
-1,102,14,Dayside Nadir,UVIS Switch OFF
-1,103,1,Dayside Nadir,UVIS Switch OFF
-1,104,14,Dayside Nadir,UVIS Switch OFF
72,105,1,Dayside Nadir,# NADIR: Full Frame (57:245;0:1047) - Tint = 10000 ms -16 bit - Rhythm = 12017 ms
-1,106,1,Dayside Nadir,UVIS Switch OFF
-1,107,14,Dayside Nadir,UVIS Switch OFF
-1,108,1,Dayside Nadir,UVIS Switch OFF
-1,109,14,Dayside Nadir,UVIS Switch OFF
-1,110,1,Dayside Nadir,UVIS Switch OFF
72,111,47,Dayside Nadir,# NADIR: Full Frame (57:245;0:1047) - Tint = 10000 ms -16 bit - Rhythm = 12017 ms
-1,112,14,Dayside Nadir,UVIS Switch OFF
-1,113,1,Dayside Nadir,UVIS Switch OFF
72,114,1,Dayside Nadir,# NADIR: Full Frame (57:245;0:1047) - Tint = 10000 ms -16 bit - Rhythm = 12017 ms
-1,115,3,Dayside Nadir,UVIS Switch OFF
-1,116,1,Dayside Nadir,UVIS Switch OFF
-1,117,14,Dayside Nadir,UVIS Switch OFF
79,118,1,Dayside Nadir,# NADIR: Full Frame (57:245;0:1047) - Tint = 20000 ms -16 bit - Rhythm = 22017 ms
-1,119,1,Dayside Nadir,UVIS Switch OFF
-1,120,14,Dayside Nadir,UVIS Switch OFF
-1,121,1,Dayside Nadir,UVIS Switch OFF
-1,122,14,Dayside Nadir,UVIS Switch OFF
64,123,1,Dayside Nadir,# NADIR: Full Frame (57:245;0:1047) - Tint = 5000 ms -16 bit - Rhythm = 8642 ms
-1,124,1,Dayside Nadir,UVIS Switch OFF
72,125,14,Dayside Nadir,# NADIR: Full Frame (57:245;0:1047) - Tint = 10000 ms -16 bit - Rhythm = 12017 ms
72,126,1,Dayside Nadir,# NADIR: Full Frame (57:245;0:1047) - Tint = 10000 ms -16 bit - Rhythm = 12017 ms
-1,127,14,Dayside Nadir,UVIS Switch OFF
-1,128,1,Dayside Nadir,UVIS Switch OFF
-1,129,14,Dayside Nadir,UVIS Switch OFF
-1,130,14,Dayside Nadir,UVIS Switch OFF
-1,131,1,Dayside Nadir,UVIS Switch OFF
-1,132,14,Dayside Nadir,UVIS Switch OFF
-1,133,1,Dayside Nadir,UVIS Switch OFF
68,134,3,Dayside Nadir,# NADIR: Full Frame (57:245;0:1047) - Tint = 7000 ms -16 bit - Rhythm = 9017 ms
-1,135,1,Dayside Nadir,UVIS Switch OFF
-1,136,14,Dayside Nadir,UVIS Switch OFF
-1,137,1,Dayside Nadir,UVIS Switch OFF
68,138,3,Dayside Nadir,# NADIR: Full Frame (57:245;0:1047) - Tint = 7000 ms -16 bit - Rhythm = 9017 ms
-1,139,14,Dayside Nadir,UVIS Switch OFF
-1,140,1,Dayside Nadir,UVIS Switch OFF
72,141,1,Dayside Nadir,# NADIR: Full Frame (57:245;0:1047) - Tint = 10000 ms -16 bit - Rhythm = 12017 ms
-1,142,14,Dayside Nadir,UVIS Switch OFF
-1,143,1,Dayside Nadir,UVIS Switch OFF
72,144,14,Dayside Nadir,# NADIR: Full Frame (57:245;0:1047) - Tint = 10000 ms -16 bit - Rhythm = 12017 ms
-1,145,14,Dayside Nadir,UVIS Switch OFF
-1,146,1,Dayside Nadir,UVIS Switch OFF
72,147,1,Dayside Nadir,# NADIR: Full Frame (57:245;0:1047) - Tint = 10000 ms -16 bit - Rhythm = 12017 ms
79,148,14,Dayside Nadir,# NADIR: Full Frame (57:245;0:1047) - Tint = 20000 ms -16 bit - Rhythm = 22017 ms
-1,149,1,Dayside Nadir,UVIS Switch OFF
-1,150,47,Dayside Nadir,UVIS Switch OFF
-1,151,14,Dayside Nadir,UVIS Switch OFF
-1,152,1,Dayside Nadir,UVIS Switch OFF
-1,153,1,Dayside Nadir,UVIS Switch OFF
68,154,3,Dayside Nadir,# NADIR: Full Frame (57:245;0:1047) - Tint = 7000 ms -16 bit - Rhythm = 9017 ms
-1,155,1,Dayside Nadir,UVIS Switch OFF
-1,156,14,Dayside Nadir,UVIS Switch OFF
-1,157,14,Dayside Nadir,UVIS Switch OFF
68,158,1,Dayside Nadir,# NADIR: Full Frame (57:245;0:1047) - Tint = 7000 ms -16 bit - Rhythm = 9017 ms
-1,159,1,Dayside Nadir,UVIS Switch OFF
-1,160,14,Dayside Nadir,UVIS Switch OFF
72,161,14,Dayside Nadir,# NADIR: Full Frame (57:245;0:1047) - Tint = 10000 ms -16 bit - Rhythm = 12017 ms
-1,162,14,Dayside Nadir,UVIS Switch OFF
-1,163,1,Dayside Nadir,UVIS Switch OFF
-1,164,1,Dayside Nadir,UVIS Switch OFF
-1,165,14,Dayside Nadir,UVIS Switch OFF
-1,166,1,Dayside Nadir,UVIS Switch OFF
-1,167,3,Dayside Nadir,UVIS Switch OFF
-1,168,14,Dayside Nadir,UVIS Switch OFF
-1,169,1,Dayside Nadir,UVIS Switch OFF
-1,170,14,Dayside Nadir,UVIS Switch OFF
-1,171,14,Dayside Nadir,UVIS Switch OFF
-1,172,14,Dayside Nadir,UVIS Switch OFF
-1,173,1,Dayside Nadir,UVIS Switch OFF
-1,174,1,Dayside Nadir,UVIS Switch OFF
-1,175,14,Dayside Nadir,UVIS Switch OFF
-1,176,1,Dayside Nadir,UVIS Switch OFF
-1,177,14,Dayside Nadir,UVIS Switch OFF
-1,178,47,Dayside Nadir,UVIS Switch OFF
-1,179,1,Dayside Nadir,UVIS Switch OFF
-1,180,1,Dayside Nadir,UVIS Switch OFF
-1,181,14,Dayside Nadir,UVIS Switch OFF
-1,182,1,Dayside Nadir,UVIS Switch OFF
-1,183,14,Dayside Nadir,UVIS Switch OFF
-1,184,47,Dayside Nadir,UVIS Switch OFF
72,185,14,Dayside Nadir,# NADIR: Full Frame (57:245;0:1047) - Tint = 10000 ms -16 bit - Rhythm = 12017 ms
72,186,1,Dayside Nadir,# NADIR: Full Frame (57:245;0:1047) - Tint = 10000 ms -16 bit - Rhythm = 12017 ms
-1,187,1,Dayside Nadir,UVIS Switch OFF
-1,188,14,Dayside Nadir,UVIS Switch OFF
-1,189,1,Dayside Nadir,UVIS Switch OFF
79,190,14,Dayside Nadir,# NADIR: Full Frame (57:245;0:1047) - Tint = 20000 ms -16 bit - Rhythm = 22017 ms
-1,191,1,Dayside Nadir,UVIS Switch OFF
-1,192,14,Dayside Nadir,UVIS Switch OFF
79,193,1,Dayside Nadir,# NADIR: Full Frame (57:245;0:1047) - Tint = 20000 ms -16 bit - Rhythm = 22017 ms
72,194,1,Dayside Nadir,# NADIR: Full Frame (57:245;0:1047) - Tint = 10000 ms -16 bit - Rhythm = 12017 ms
-1,195,14,Dayside Nadir,UVIS Switch OFF
-1,196,1,Dayside Nadir,UVIS Switch OFF
68,197,3,Dayside Nadir,# NADIR: Full Frame (57:245;0:1047) - Tint = 7000 ms -16 bit - Rhythm = 9017 ms
72,198,1,Dayside Nadir,# NADIR: Full Frame (57:245;0:1047) - Tint = 10000 ms -16 bit - Rhythm = 12017 ms
-1,199,14,Dayside Nadir,UVIS Switch OFF
-1,200,1,Dayside Nadir,UVIS Switch OFF
-1,201,47,Dayside Nadir,UVIS Switch OFF
-1,202,1,Dayside Nadir,UVIS Switch OFF
-1,203,47,Dayside Nadir,UVIS Switch OFF
72,204,14,Dayside Nadir,# NADIR: Full Frame (57:245;0:1047) - Tint = 10000 ms -16 bit - Rhythm = 12017 ms
-1,205,1,Dayside Nadir,UVIS Switch OFF
-1,206,3,Dayside Nadir,UVIS Switch OFF
-1,207,1,Dayside Nadir,UVIS Switch OFF
79,208,1,Dayside Nadir,# NADIR: Full Frame (57:245;0:1047) - Tint = 20000 ms -16 bit - Rhythm = 22017 ms
-1,209,14,Dayside Nadir,UVIS Switch OFF
72,210,3,Dayside Nadir,# NADIR: Full Frame (57:245;0:1047) - Tint = 10000 ms -16 bit - Rhythm = 12017 ms
-1,211,1,Dayside Nadir,UVIS Switch OFF
-1,212,14,Dayside Nadir,UVIS Switch OFF
-1,213,1,Dayside Nadir,UVIS Switch OFF
79,214,1,Dayside Nadir,# NADIR: Full Frame (57:245;0:1047) - Tint = 20000 ms -16 bit - Rhythm = 22017 ms
-1,215,1,Dayside Nadir,UVIS Switch OFF
72,216,1,Dayside Nadir,# NADIR: Full Frame (57:245;0:1047) - Tint = 10000 ms -16 bit - Rhythm = 12017 ms
-1,217,1,Dayside Nadir,UVIS Switch OFF
-1,218,1,Dayside Nadir,UVIS Switch OFF
-1,219,1,Dayside Nadir,UVIS Switch OFF
-1,220,14,Dayside Nadir,UVIS Switch OFF
-1,221,5,Dayside Nadir,UVIS Switch OFF
72,222,3,Dayside Nadir,# NADIR: Full Frame (57:245;0:1047) - Tint = 10000 ms -16 bit - Rhythm = 12017 ms
-1,223,5,Dayside Nadir,UVIS Switch OFF
-1,224,5,Dayside Nadir,UVIS Switch OFF
-1,225,5,Dayside Nadir,UVIS Switch OFF
-1,226,5,Dayside Nadir,UVIS Switch OFF
-1,227,3,Dayside Nadir,UVIS Switch OFF
72,228,5,Dayside Nadir,# NADIR: Full Frame (57:245;0:1047) - Tint = 10000 ms -16 bit - Rhythm = 12017 ms
-1,229,5,Dayside Nadir,UVIS Switch OFF
-1,230,5,Dayside Nadir,UVIS Switch OFF
145,231,5,Dayside Nadir,# NADIR: Full Frame (57:245;0:1047) - Tint = 15000 ms -16 bit - Rhythm = 31041 ms
-1,232,5,Dayside Nadir,UVIS Switch OFF
-1,233,14,Dayside Nadir,UVIS Switch OFF
-1,234,14,Dayside Nadir,UVIS Switch OFF
-1,235,5,Dayside Nadir,UVIS Switch OFF
72,236,14,Dayside Nadir,# NADIR: Full Frame (57:245;0:1047) - Tint = 10000 ms -16 bit - Rhythm = 12017 ms
-1,237,14,Dayside Nadir,UVIS Switch OFF
-1,238,3,Dayside Nadir,UVIS Switch OFF
72,239,14,Dayside Nadir,# NADIR: Full Frame (57:245;0:1047) - Tint = 10000 ms -16 bit - Rhythm = 12017 ms
-1,240,14,Dayside Nadir,UVIS Switch OFF
-1,241,14,Dayside Nadir,UVIS Switch OFF
-1,242,14,Dayside Nadir,UVIS Switch OFF
72,243,3,Dayside Nadir,# NADIR: Full Frame (57:245;0:1047) - Tint = 10000 ms -16 bit - Rhythm = 12017 ms
79,244,14,Dayside Nadir,# NADIR: Full Frame (57:245;0:1047) - Tint = 20000 ms -16 bit - Rhythm = 22017 ms
-1,245,14,Dayside Nadir,UVIS Switch OFF
-1,246,14,Dayside Nadir,UVIS Switch OFF
72,247,3,Dayside Nadir,# NADIR: Full Frame (57:245;0:1047) - Tint = 10000 ms -16 bit - Rhythm = 12017 ms
-1,248,14,Dayside Nadir,UVIS Switch OFF
-1,249,14,Dayside Nadir,UVIS Switch OFF
-1,250,14,Dayside Nadir,UVIS Switch OFF
-1,251,14,Dayside Nadir,UVIS Switch OFF
-1,252,14,Dayside Nadir,UVIS Switch OFF
72,253,3,Dayside Nadir,# NADIR: Full Frame (57:245;0:1047) - Tint = 10000 ms -16 bit - Rhythm = 12017 ms
-1,254,14,Dayside Nadir,UVIS Switch OFF
72,255,14,Dayside Nadir,# NADIR: Full Frame (57:245;0:1047) - Tint = 10000 ms -16 bit - Rhythm = 12017 ms
-1,256,14,Dayside Nadir,UVIS Switch OFF
-1,257,14,Dayside Nadir,UVIS Switch OFF
-1,258,14,Dayside Nadir,UVIS Switch OFF
-1,259,14,Dayside Nadir,UVIS Switch OFF
72,260,14,Dayside Nadir,# NADIR: Full Frame (57:245;0:1047) - Tint = 10000 ms -16 bit - Rhythm = 12017 ms
-1,261,14,Dayside Nadir,UVIS Switch OFF
-1,262,14,Dayside Nadir,UVIS Switch OFF
-1,263,14,Dayside Nadir,UVIS Switch OFF
-1,264,14,Dayside Nadir,UVIS Switch OFF
79,265,14,Dayside Nadir,# NADIR: Full Frame (57:245;0:1047) - Tint = 20000 ms -16 bit - Rhythm = 22017 ms
-1,266,14,Dayside Nadir,UVIS Switch OFF
72,267,14,Dayside Nadir,# NADIR: Full Frame (57:245;0:1047) - Tint = 10000 ms -16 bit - Rhythm = 12017 ms
-1,268,14,Dayside Nadir,UVIS Switch OFF
-1,269,14,Dayside Nadir,UVIS Switch OFF
-1,270,14,Dayside Nadir,UVIS Switch OFF
72,271,3,Dayside Nadir,# NADIR: Full Frame (57:245;0:1047) - Tint = 10000 ms -16 bit - Rhythm = 12017 ms
-1,272,14,Dayside Nadir,UVIS Switch OFF
-1,273,14,Dayside Nadir,UVIS Switch OFF
-1,274,14,Dayside Nadir,UVIS Switch OFF
-1,275,14,Dayside Nadir,UVIS Switch OFF
-1,276,14,Dayside Nadir,UVIS Switch OFF
-1,277,14,Dayside Nadir,UVIS Switch OFF
72,278,3,Dayside Nadir,# NADIR: Full Frame (57:245;0:1047) - Tint = 10000 ms -16 bit - Rhythm = 12017 ms
-1,279,14,Dayside Nadir,UVIS Switch OFF
-1,280,14,Dayside Nadir,UVIS Switch OFF
-1,281,14,Dayside Nadir,UVIS Switch OFF
-1,282,14,Dayside Nadir,UVIS Switch OFF
-1,283,14,Dayside Nadir,UVIS Switch OFF
-1,284,14,Dayside Nadir,UVIS Switch OFF
-1,285,14,Dayside Nadir,UVIS Switch OFF
79,286,14,Dayside Nadir,# NADIR: Full Frame (57:245;0:1047) - Tint = 20000 ms -16 bit - Rhythm = 22017 ms
-1,287,14,Dayside Nadir,UVIS Switch OFF
-1,288,14,Dayside Nadir,UVIS Switch OFF
-1,289,14,Dayside Nadir,UVIS Switch OFF
-1,290,14,Dayside Nadir,UVIS Switch OFF
-1,291,14,Dayside Nadir,UVIS Switch OFF
-1,292,14,Dayside Nadir,UVIS Switch OFF
-1,293,14,Dayside Nadir,UVIS Switch OFF
-1,294,14,Dayside Nadir,UVIS Switch OFF
-1,295,14,Dayside Nadir,UVIS Switch OFF
-1,296,14,Dayside Nadir,UVIS Switch OFF
72,297,14,Dayside Nadir,# NADIR: Full Frame (57:245;0:1047) - Tint = 10000 ms -16 bit - Rhythm = 12017 ms
-1,298,14,Dayside Nadir,UVIS Switch OFF
72,299,3,Dayside Nadir,# NADIR: Full Frame (57:245;0:1047) - Tint = 10000 ms -16 bit - Rhythm = 12017 ms
72,300,14,Dayside Nadir,# NADIR: Full Frame (57:245;0:1047) - Tint = 10000 ms -16 bit - Rhythm = 12017 ms
-1,301,14,Dayside Nadir,UVIS Switch OFF
-1,302,14,Dayside Nadir,UVIS Switch OFF
-1,303,14,Dayside Nadir,UVIS Switch OFF
-1,304,14,Dayside Nadir,UVIS Switch OFF
145,305,14,Dayside Nadir,# NADIR: Full Frame (57:245;0:1047) - Tint = 15000 ms -16 bit - Rhythm = 31041 ms
-1,306,14,Dayside Nadir,UVIS Switch OFF
-1,307,14,Dayside Nadir,UVIS Switch OFF
-1,308,14,Dayside Nadir,UVIS Switch OFF
-1,309,14,Dayside Nadir,UVIS Switch OFF
-1,310,14,Dayside Nadir,UVIS Switch OFF
-1,311,14,Dayside Nadir,UVIS Switch OFF
-1,312,14,Dayside Nadir,UVIS Switch OFF
79,313,14,Dayside Nadir,# NADIR: Full Frame (57:245;0:1047) - Tint = 20000 ms -16 bit - Rhythm = 22017 ms
-1,314,14,Dayside Nadir,UVIS Switch OFF
-1,315,14,Dayside Nadir,UVIS Switch OFF
79,316,14,Dayside Nadir,# NADIR: Full Frame (57:245;0:1047) - Tint = 20000 ms -16 bit - Rhythm = 22017 ms
-1,317,14,Dayside Nadir,UVIS Switch OFF
72,318,14,Dayside Nadir,# NADIR: Full Frame (57:245;0:1047) - Tint = 10000 ms -16 bit - Rhythm = 12017 ms
-1,319,14,Dayside Nadir,UVIS Switch OFF
-1,320,14,Dayside Nadir,UVIS Switch OFF
72,321,3,Dayside Nadir,# NADIR: Full Frame (57:245;0:1047) - Tint = 10000 ms -16 bit - Rhythm = 12017 ms
79,322,14,Dayside Nadir,# NADIR: Full Frame (57:245;0:1047) - Tint = 20000 ms -16 bit - Rhythm = 22017 ms
-1,323,14,Dayside Nadir,UVIS Switch OFF
-1,324,14,Dayside Nadir,UVIS Switch OFF
-1,325,14,Dayside Nadir,UVIS Switch OFF
-1,326,14,Dayside Nadir,UVIS Switch OFF
-1,327,14,Dayside Nadir,UVIS Switch OFF
-1,328,14,Dayside Nadir,UVIS Switch OFF
-1,329,14,Dayside Nadir,UVIS Switch OFF
-1,330,14,Dayside Nadir,UVIS Switch OFF
-1,331,14,Dayside Nadir,UVIS Switch OFF
72,332,3,Dayside Nadir,# NADIR: Full Frame (57:245;0:1047) - Tint = 10000 ms -16 bit - Rhythm = 12017 ms
-1,333,14,Dayside Nadir,UVIS Switch OFF
79,334,14,Dayside Nadir,# NADIR: Full Frame (57:245;0:1047) - Tint = 20000 ms -16 bit - Rhythm = 22017 ms
72,335,14,Dayside Nadir,# NADIR: Full Frame (57:245;0:1047) - Tint = 10000 ms -16 bit - Rhythm = 12017 ms
-1,336,14,Dayside Nadir,UVIS Switch OFF
-1,337,14,Dayside Nadir,UVIS Switch OFF
-1,338,14,Dayside Nadir,UVIS Switch OFF
72,339,3,Dayside Nadir,# NADIR: Full Frame (57:245;0:1047) - Tint = 10000 ms -16 bit - Rhythm = 12017 ms
-1,340,14,Dayside Nadir,UVIS Switch OFF
-1,341,14,Dayside Nadir,UVIS Switch OFF
