TC20 UVIS_COP_ROW,Ingress solar occultation observation number,Orbit type,Observation Mode,Comments
-1,27,1,Ingress Occultation,UVIS Switch OFF
391,28,1,Ingress Occultation,# SO: Horizontal Bin (135:205;0:1047)-Tint = 75 ms -20 bit - Rhythm = 1134 ms
-1,29,1,Ingress Occultation,UVIS Switch OFF
-1,30,1,Ingress Occultation,UVIS Switch OFF
-1,31,1,Ingress Occultation,UVIS Switch OFF
364,32,1,Ingress Occultation,# SO: Full Frame (135:205;0:1047) - Tint = 75 ms -16 bit - Rhythm = 3574 ms
-1,33,1,Ingress Occultation,UVIS Switch OFF
-1,34,1,Ingress Occultation,UVIS Switch OFF
-1,35,1,Ingress Occultation,UVIS Switch OFF
391,36,1,Ingress Occultation,# SO: Horizontal Bin (135:205;0:1047)-Tint = 75 ms -20 bit - Rhythm = 1134 ms
-1,37,1,Ingress Occultation,UVIS Switch OFF
-1,38,1,Ingress Occultation,UVIS Switch OFF
-1,39,1,Ingress Occultation,UVIS Switch OFF
391,40,1,Ingress Occultation,# SO: Horizontal Bin (135:205;0:1047)-Tint = 75 ms -20 bit - Rhythm = 1134 ms
-1,41,1,Ingress Occultation,UVIS Switch OFF
-1,42,1,Ingress Occultation,UVIS Switch OFF
364,43,1,Ingress Occultation,# SO: Full Frame (135:205;0:1047) - Tint = 75 ms -16 bit - Rhythm = 3574 ms
-1,44,1,Ingress Occultation,UVIS Switch OFF
-1,45,1,Ingress Occultation,UVIS Switch OFF
-1,46,1,Ingress Occultation,UVIS Switch OFF
391,47,1,Ingress Occultation,# SO: Horizontal Bin (135:205;0:1047)-Tint = 75 ms -20 bit - Rhythm = 1134 ms
-1,48,1,Ingress Occultation,UVIS Switch OFF
-1,49,1,Ingress Occultation,UVIS Switch OFF
-1,50,1,Ingress Occultation,UVIS Switch OFF
391,51,1,Ingress Occultation,# SO: Horizontal Bin (135:205;0:1047)-Tint = 75 ms -20 bit - Rhythm = 1134 ms
-1,52,1,Ingress Occultation,UVIS Switch OFF
-1,53,1,Ingress Occultation,UVIS Switch OFF
-1,54,1,Ingress Occultation,UVIS Switch OFF
391,55,1,Ingress Occultation,# SO: Horizontal Bin (135:205;0:1047)-Tint = 75 ms -20 bit - Rhythm = 1134 ms
-1,56,1,Ingress Occultation,UVIS Switch OFF
-1,57,1,Ingress Occultation,UVIS Switch OFF
-1,58,1,Ingress Occultation,UVIS Switch OFF
391,59,1,Ingress Occultation,# SO: Horizontal Bin (135:205;0:1047)-Tint = 75 ms -20 bit - Rhythm = 1134 ms
-1,60,1,Ingress Occultation,UVIS Switch OFF
-1,61,1,Ingress Occultation,UVIS Switch OFF
-1,62,1,Ingress Occultation,UVIS Switch OFF
364,63,1,Ingress Occultation,# SO: Full Frame (135:205;0:1047) - Tint = 75 ms -16 bit - Rhythm = 3574 ms
-1,64,1,Ingress Occultation,UVIS Switch OFF
391,65,1,Ingress Occultation,# SO: Horizontal Bin (135:205;0:1047)-Tint = 75 ms -20 bit - Rhythm = 1134 ms
391,66,1,Ingress Occultation,# SO: Horizontal Bin (135:205;0:1047)-Tint = 75 ms -20 bit - Rhythm = 1134 ms
-1,67,1,Ingress Occultation,UVIS Switch OFF
-1,68,1,Ingress Occultation,UVIS Switch OFF
-1,69,1,Ingress Occultation,UVIS Switch OFF
-1,70,1,Ingress Occultation,UVIS Switch OFF
391,71,1,Ingress Occultation,# SO: Horizontal Bin (135:205;0:1047)-Tint = 75 ms -20 bit - Rhythm = 1134 ms
391,72,1,Ingress Occultation,# SO: Horizontal Bin (135:205;0:1047)-Tint = 75 ms -20 bit - Rhythm = 1134 ms
-1,73,1,Ingress Occultation,UVIS Switch OFF
-1,74,1,Ingress Occultation,UVIS Switch OFF
391,75,1,Ingress Occultation,# SO: Horizontal Bin (135:205;0:1047)-Tint = 75 ms -20 bit - Rhythm = 1134 ms
-1,76,1,Ingress Occultation,UVIS Switch OFF
-1,77,1,Ingress Occultation,UVIS Switch OFF
-1,78,1,Ingress Occultation,UVIS Switch OFF
391,79,1,Ingress Occultation,# SO: Horizontal Bin (135:205;0:1047)-Tint = 75 ms -20 bit - Rhythm = 1134 ms
-1,80,1,Ingress Occultation,UVIS Switch OFF
-1,81,1,Ingress Occultation,UVIS Switch OFF
-1,82,1,Ingress Occultation,UVIS Switch OFF
391,83,1,Ingress Occultation,# SO: Horizontal Bin (135:205;0:1047)-Tint = 75 ms -20 bit - Rhythm = 1134 ms
-1,84,1,Ingress Occultation,UVIS Switch OFF
-1,85,1,Ingress Occultation,UVIS Switch OFF
-1,86,1,Ingress Occultation,UVIS Switch OFF
391,87,1,Ingress Occultation,# SO: Horizontal Bin (135:205;0:1047)-Tint = 75 ms -20 bit - Rhythm = 1134 ms
-1,88,1,Ingress Occultation,UVIS Switch OFF
-1,89,1,Ingress Occultation,UVIS Switch OFF
-1,90,28,Ingress Occultation,UVIS Switch OFF
391,91,1,Ingress Occultation,# SO: Horizontal Bin (135:205;0:1047)-Tint = 75 ms -20 bit - Rhythm = 1134 ms
-1,92,1,Ingress Occultation,UVIS Switch OFF
-1,93,1,Ingress Occultation,UVIS Switch OFF
-1,94,1,Ingress Occultation,UVIS Switch OFF
391,95,1,Ingress Occultation,# SO: Horizontal Bin (135:205;0:1047)-Tint = 75 ms -20 bit - Rhythm = 1134 ms
-1,96,1,Ingress Occultation,UVIS Switch OFF
-1,97,1,Ingress Occultation,UVIS Switch OFF
391,98,1,Ingress Occultation,# SO: Horizontal Bin (135:205;0:1047)-Tint = 75 ms -20 bit - Rhythm = 1134 ms
-1,99,1,Ingress Occultation,UVIS Switch OFF
-1,100,1,Ingress Occultation,UVIS Switch OFF
-1,101,1,Ingress Occultation,UVIS Switch OFF
391,102,1,Ingress Occultation,# SO: Horizontal Bin (135:205;0:1047)-Tint = 75 ms -20 bit - Rhythm = 1134 ms
-1,103,1,Ingress Occultation,UVIS Switch OFF
-1,104,1,Ingress Occultation,UVIS Switch OFF
-1,105,1,Ingress Occultation,UVIS Switch OFF
391,106,1,Ingress Occultation,# SO: Horizontal Bin (135:205;0:1047)-Tint = 75 ms -20 bit - Rhythm = 1134 ms
-1,107,1,Ingress Occultation,UVIS Switch OFF
-1,108,1,Ingress Occultation,UVIS Switch OFF
391,109,1,Ingress Occultation,# SO: Horizontal Bin (135:205;0:1047)-Tint = 75 ms -20 bit - Rhythm = 1134 ms
-1,110,1,Ingress Occultation,UVIS Switch OFF
-1,111,1,Ingress Occultation,UVIS Switch OFF
391,112,1,Ingress Occultation,# SO: Horizontal Bin (135:205;0:1047)-Tint = 75 ms -20 bit - Rhythm = 1134 ms
-1,113,1,Ingress Occultation,UVIS Switch OFF
-1,114,1,Ingress Occultation,UVIS Switch OFF
391,115,1,Ingress Occultation,# SO: Horizontal Bin (135:205;0:1047)-Tint = 75 ms -20 bit - Rhythm = 1134 ms
-1,116,1,Ingress Occultation,UVIS Switch OFF
-1,117,1,Ingress Occultation,UVIS Switch OFF
391,118,1,Ingress Occultation,# SO: Horizontal Bin (135:205;0:1047)-Tint = 75 ms -20 bit - Rhythm = 1134 ms
-1,119,1,Ingress Occultation,UVIS Switch OFF
-1,120,1,Ingress Occultation,UVIS Switch OFF
391,121,1,Ingress Occultation,# SO: Horizontal Bin (135:205;0:1047)-Tint = 75 ms -20 bit - Rhythm = 1134 ms
-1,122,1,Ingress Occultation,UVIS Switch OFF
-1,123,1,Ingress Occultation,UVIS Switch OFF
-1,124,1,Ingress Occultation,UVIS Switch OFF
391,125,1,Ingress Occultation,# SO: Horizontal Bin (135:205;0:1047)-Tint = 75 ms -20 bit - Rhythm = 1134 ms
-1,126,1,Ingress Occultation,UVIS Switch OFF
-1,127,1,Ingress Occultation,UVIS Switch OFF
391,128,1,Ingress Occultation,# SO: Horizontal Bin (135:205;0:1047)-Tint = 75 ms -20 bit - Rhythm = 1134 ms
-1,129,1,Ingress Occultation,UVIS Switch OFF
-1,130,1,Ingress Occultation,UVIS Switch OFF
391,131,1,Ingress Occultation,# SO: Horizontal Bin (135:205;0:1047)-Tint = 75 ms -20 bit - Rhythm = 1134 ms
391,132,1,Ingress Occultation,# SO: Horizontal Bin (135:205;0:1047)-Tint = 75 ms -20 bit - Rhythm = 1134 ms
-1,133,1,Ingress Occultation,UVIS Switch OFF
-1,134,1,Ingress Occultation,UVIS Switch OFF
391,135,1,Ingress Occultation,# SO: Horizontal Bin (135:205;0:1047)-Tint = 75 ms -20 bit - Rhythm = 1134 ms
-1,136,1,Ingress Occultation,UVIS Switch OFF
-1,137,1,Ingress Occultation,UVIS Switch OFF
391,138,1,Ingress Occultation,# SO: Horizontal Bin (135:205;0:1047)-Tint = 75 ms -20 bit - Rhythm = 1134 ms
391,139,1,Ingress Occultation,# SO: Horizontal Bin (135:205;0:1047)-Tint = 75 ms -20 bit - Rhythm = 1134 ms
-1,140,1,Ingress Occultation,UVIS Switch OFF
-1,141,1,Ingress Occultation,UVIS Switch OFF
-1,142,1,Ingress Occultation,UVIS Switch OFF
391,143,1,Ingress Occultation,# SO: Horizontal Bin (135:205;0:1047)-Tint = 75 ms -20 bit - Rhythm = 1134 ms
-1,144,1,Ingress Occultation,UVIS Switch OFF
-1,145,1,Ingress Occultation,UVIS Switch OFF
-1,146,1,Ingress Occultation,UVIS Switch OFF
391,147,1,Ingress Occultation,# SO: Horizontal Bin (135:205;0:1047)-Tint = 75 ms -20 bit - Rhythm = 1134 ms
-1,148,1,Ingress Occultation,UVIS Switch OFF
391,149,1,Ingress Occultation,# SO: Horizontal Bin (135:205;0:1047)-Tint = 75 ms -20 bit - Rhythm = 1134 ms
-1,150,1,Ingress Occultation,UVIS Switch OFF
-1,151,1,Ingress Occultation,UVIS Switch OFF
391,152,1,Ingress Occultation,# SO: Horizontal Bin (135:205;0:1047)-Tint = 75 ms -20 bit - Rhythm = 1134 ms
